,DT,SZN,HT,AT,FTHG,FTAG,R,H,D,A,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Unnamed: 5,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,B365H_P,B365D_P,B365A_P,BWH_P,BWD_P,BWA_P,GBH_P,GBD_P,GBA_P,IWH_P,IWD_P,IWA_P,LBH_P,LBD_P,LBA_P,SBH_P,SBD_P,SBA_P,WHH_P,WHD_P,WHA_P,SJH_P,SJD_P,SJA_P,VCH_P,VCD_P,VCA_P,BSH_P,BSD_P,BSA_P,CUM_H_W,CUM_H_D,CUM_H_L,CUM_A_W,CUM_A_D,CUM_A_L
290,2009-03-21,2008-2009,Fulham,Man United,2,0,2,1,0,0,H,1,0,H,P Dowd,15,13,6,8,14,10,3,4,2,4,0,2,2,8.0,4.2,1.44,6.75,3.8,1.45,7.5,4.0,1.45,6.7,3.8,1.5,6.0,3.5,1.5,7.0,3.75,1.45,8.0,4.0,1.44,8.5,4.0,1.44,7.0,4.0,1.45,7.5,4.0,1.5,37.0,10.0,7.83,4.37,3.96,1.5,1.44,31.0,2.1,1.97,1.85,1.78,19.0,0.0,6.75,5.68,1.14,1.12,0.125,0.238095238,0.694444444,0.148148148,0.263157895,0.689655172,0.133333333,0.25,0.689655172,0.149253731,0.263157895,0.666666667,0.166666667,0.285714286,0.666666667,0.142857143,0.266666667,0.689655172,0.125,0.25,0.694444444,0.117647059,0.25,0.694444444,0.142857143,0.25,0.689655172,0.133333333,0.25,0.666666667,10,10,9,3,5,20
291,2009-03-21,2008-2009,Newcastle,Arsenal,1,3,0,0,0,1,A,0,0,D,M Halsey,11,15,8,10,12,12,8,4,0,1,0,0,0,5.0,3.6,1.72,4.85,3.45,1.65,5.0,3.5,1.7,4.9,3.5,1.7,4.33,3.2,1.73,4.5,3.4,1.7,5.5,3.5,1.67,5.0,3.5,1.73,4.5,3.6,1.72,5.0,3.6,1.73,37.0,5.85,5.06,3.78,3.49,1.75,1.7,32.0,1.97,1.89,2.0,1.85,19.0,0.0,4.1,3.69,1.28,1.25,0.2,0.277777778,0.581395349,0.206185567,0.289855072,0.606060606,0.2,0.285714286,0.588235294,0.204081633,0.285714286,0.588235294,0.230946882,0.3125,0.578034682,0.222222222,0.294117647,0.588235294,0.181818182,0.285714286,0.598802395,0.2,0.285714286,0.578034682,0.222222222,0.277777778,0.581395349,0.2,0.277777778,0.578034682,12,11,6,5,10,14
292,2009-03-21,2008-2009,Portsmouth,Everton,2,1,2,1,0,0,H,1,1,D,P Walton,16,5,11,2,19,8,7,4,2,1,0,0,2,2.75,3.2,2.62,2.75,3.15,2.4,2.75,3.2,2.5,2.65,3.2,2.55,2.75,3.2,2.25,2.7,3.2,2.4,2.62,3.3,2.62,2.8,3.25,2.5,2.8,3.2,2.5,2.7,3.25,2.7,36.0,2.9,2.72,3.3,3.2,2.7,2.54,31.0,2.42,2.2,1.68,1.61,19.0,0.0,2.03,1.95,1.95,1.86,0.363636364,0.3125,0.381679389,0.363636364,0.317460317,0.416666667,0.363636364,0.3125,0.4,0.377358491,0.3125,0.392156863,0.363636364,0.3125,0.444444444,0.37037037,0.3125,0.416666667,0.381679389,0.303030303,0.381679389,0.357142857,0.307692308,0.4,0.357142857,0.3125,0.4,0.37037037,0.307692308,0.37037037,13,8,7,7,9,13
293,2009-03-21,2008-2009,Stoke,Middlesbrough,1,0,2,1,0,0,H,0,0,D,L Mason,10,17,4,8,18,13,5,4,4,1,0,0,2,2.25,3.3,3.3,2.3,3.15,2.85,2.3,3.25,3.0,2.2,3.2,3.2,2.2,3.2,2.8,2.3,3.1,2.9,2.3,3.3,3.1,2.25,3.25,3.2,2.35,3.1,3.0,2.25,3.25,3.25,37.0,2.38,2.28,3.39,3.23,3.35,3.09,31.0,2.36,2.18,1.75,1.62,20.0,0.0,1.71,1.63,2.35,2.23,0.444444444,0.303030303,0.303030303,0.434782609,0.317460317,0.350877193,0.434782609,0.307692308,0.333333333,0.454545455,0.3125,0.3125,0.454545455,0.3125,0.357142857,0.434782609,0.322580645,0.344827586,0.434782609,0.303030303,0.322580645,0.444444444,0.307692308,0.3125,0.425531915,0.322580645,0.333333333,0.444444444,0.307692308,0.307692308,14,8,7,14,9,6
294,2009-03-21,2008-2009,Tottenham,Chelsea,1,0,2,1,0,0,H,0,0,D,M Dean,8,15,4,9,14,8,8,7,2,2,0,0,2,4.5,3.5,1.83,4.1,3.3,1.8,4.0,3.3,1.9,3.9,3.3,1.9,3.5,3.2,1.91,3.75,3.25,1.9,4.5,3.4,1.83,4.1,3.4,1.91,4.0,3.25,1.91,4.2,3.4,1.95,37.0,4.66,4.13,3.52,3.35,1.95,1.88,31.0,2.26,2.08,1.77,1.69,20.0,0.0,3.12,2.94,1.41,1.37,0.222222222,0.285714286,0.546448087,0.243902439,0.303030303,0.555555556,0.25,0.303030303,0.526315789,0.256410256,0.303030303,0.526315789,0.285714286,0.3125,0.523560209,0.266666667,0.307692308,0.526315789,0.222222222,0.294117647,0.546448087,0.243902439,0.294117647,0.523560209,0.25,0.307692308,0.523560209,0.238095238,0.294117647,0.512820513,12,8,9,4,7,18
295,2009-03-21,2008-2009,West Brom,Bolton,1,1,1,0,1,0,D,0,0,D,H Webb,11,14,4,11,10,12,8,4,2,1,0,0,1,2.4,3.3,3.0,2.35,3.15,2.8,2.4,3.25,2.85,2.3,3.2,3.0,2.38,3.2,2.6,2.4,3.2,2.7,2.3,3.3,3.1,2.5,3.25,2.8,2.5,3.25,2.7,2.5,3.25,2.88,36.0,2.5,2.39,3.4,3.24,3.18,2.9,30.0,2.1,1.99,1.85,1.77,20.0,0.0,1.78,1.73,2.21,2.08,0.416666667,0.303030303,0.333333333,0.425531915,0.317460317,0.357142857,0.416666667,0.307692308,0.350877193,0.434782609,0.3125,0.333333333,0.420168067,0.3125,0.384615385,0.416666667,0.3125,0.37037037,0.434782609,0.303030303,0.322580645,0.4,0.307692308,0.357142857,0.4,0.307692308,0.37037037,0.4,0.307692308,0.347222222,18,5,6,16,3,10
296,2009-03-22,2008-2009,Liverpool,Aston Villa,5,0,2,1,0,0,H,3,0,H,M Atkinson,14,6,7,4,10,13,4,6,1,3,0,1,2,1.44,4.2,8.0,1.45,3.75,7.0,1.47,3.75,7.5,1.5,3.8,6.7,1.44,3.6,6.5,1.45,3.75,7.0,1.44,4.0,8.0,1.5,3.8,7.5,1.5,3.75,7.0,1.5,4.0,7.5,37.0,1.5,1.47,4.23,3.87,8.8,7.47,31.0,2.12,2.03,1.86,1.73,20.0,-1.0,1.89,1.84,2.07,2.03,0.694444444,0.238095238,0.125,0.689655172,0.266666667,0.142857143,0.680272109,0.266666667,0.133333333,0.666666667,0.263157895,0.149253731,0.694444444,0.277777778,0.153846154,0.689655172,0.266666667,0.142857143,0.694444444,0.25,0.125,0.666666667,0.263157895,0.133333333,0.666666667,0.266666667,0.142857143,0.666666667,0.25,0.133333333,2,10,17,7,7,15
297,2009-03-22,2008-2009,Man City,Sunderland,1,0,2,1,0,0,H,0,0,D,S Tanner,18,6,10,5,16,12,7,7,3,6,0,1,2,1.66,3.6,5.5,1.6,3.5,5.25,1.6,3.5,6.0,1.6,3.6,5.6,1.57,3.5,5.0,1.57,3.6,5.5,1.62,3.6,6.0,1.62,3.6,6.0,1.67,3.5,5.0,1.67,3.6,6.0,36.0,1.73,1.62,3.75,3.55,6.32,5.72,29.0,2.05,1.96,1.89,1.79,19.0,0.0,1.24,1.2,4.5,4.22,0.602409639,0.277777778,0.181818182,0.625,0.285714286,0.19047619,0.625,0.285714286,0.166666667,0.625,0.277777778,0.178571429,0.636942675,0.285714286,0.2,0.636942675,0.277777778,0.181818182,0.617283951,0.277777778,0.166666667,0.617283951,0.277777778,0.166666667,0.598802395,0.285714286,0.2,0.598802395,0.277777778,0.166666667,14,5,10,13,8,8
298,2009-03-22,2008-2009,Wigan,Hull,1,0,2,1,0,0,H,0,0,D,A Marriner,16,8,6,2,14,13,5,4,1,3,0,0,2,1.72,3.6,5.0,1.75,3.3,4.4,1.75,3.4,4.75,1.75,3.5,4.6,1.8,3.3,3.75,1.7,3.4,4.5,1.73,3.5,5.0,1.73,3.5,5.0,1.73,3.4,5.0,1.75,3.5,5.0,36.0,1.8,1.74,3.6,3.41,5.6,4.88,30.0,2.25,2.13,1.71,1.66,18.0,0.0,1.3,1.26,4.0,3.63,0.581395349,0.277777778,0.2,0.571428571,0.303030303,0.227272727,0.571428571,0.294117647,0.210526316,0.571428571,0.285714286,0.217391304,0.555555556,0.303030303,0.266666667,0.588235294,0.294117647,0.222222222,0.578034682,0.285714286,0.2,0.578034682,0.285714286,0.2,0.578034682,0.294117647,0.2,0.571428571,0.285714286,0.2,11,8,10,12,9,8
299,2009-04-04,2008-2009,Arsenal,Man City,2,0,2,1,0,0,H,1,0,H,A Marriner,17,9,9,4,11,9,7,2,1,3,0,0,2,1.53,3.75,7.5,1.5,3.75,6.05,1.5,3.75,7.0,1.5,3.8,6.7,1.44,3.6,6.5,1.53,3.6,5.75,1.44,4.0,8.0,1.53,3.75,7.0,1.53,3.5,7.0,1.53,3.75,7.5,32.0,1.57,1.52,4.04,3.7,8.27,6.84,27.0,2.02,1.92,1.93,1.82,17.0,-1.0,2.0,1.93,2.03,1.94,0.653594771,0.266666667,0.133333333,0.666666667,0.266666667,0.165289256,0.666666667,0.266666667,0.142857143,0.666666667,0.263157895,0.149253731,0.694444444,0.277777778,0.153846154,0.653594771,0.277777778,0.173913043,0.694444444,0.25,0.125,0.653594771,0.266666667,0.142857143,0.653594771,0.285714286,0.142857143,0.653594771,0.266666667,0.133333333,5,10,15,14,5,11
300,2009-04-04,2008-2009,Blackburn,Tottenham,2,1,2,1,0,0,H,0,1,A,P Walton,11,9,6,3,13,9,4,7,1,1,0,1,2,2.62,3.25,2.75,2.45,3.15,2.65,2.5,3.2,2.75,2.6,3.2,2.6,2.5,3.2,2.5,2.5,3.2,2.6,2.6,3.3,2.62,2.6,3.25,2.7,2.63,3.1,2.63,2.75,3.25,2.62,33.0,2.75,2.55,3.3,3.22,2.93,2.7,30.0,2.15,2.04,1.8,1.72,16.0,0.0,1.91,1.85,2.08,1.96,0.381679389,0.307692308,0.363636364,0.408163265,0.317460317,0.377358491,0.4,0.3125,0.363636364,0.384615385,0.3125,0.384615385,0.4,0.3125,0.4,0.4,0.3125,0.384615385,0.384615385,0.303030303,0.381679389,0.384615385,0.307692308,0.37037037,0.380228137,0.322580645,0.380228137,0.363636364,0.307692308,0.381679389,13,10,7,12,8,10
301,2009-04-04,2008-2009,Bolton,Middlesbrough,4,1,2,1,0,0,H,2,1,H,A Wiley,16,19,9,4,20,14,7,5,2,1,0,0,2,2.1,3.3,3.6,2.0,3.15,3.5,2.0,3.2,3.75,2.0,3.3,3.6,2.0,3.2,3.2,2.1,3.2,3.2,2.05,3.3,3.6,2.05,3.25,3.75,2.1,3.25,3.4,2.1,3.2,3.75,32.0,2.14,2.06,3.4,3.25,4.02,3.62,27.0,2.27,2.19,1.69,1.62,15.0,0.0,1.5,1.45,2.75,2.64,0.476190476,0.303030303,0.277777778,0.5,0.317460317,0.285714286,0.5,0.3125,0.266666667,0.5,0.303030303,0.277777778,0.5,0.3125,0.3125,0.476190476,0.3125,0.3125,0.487804878,0.303030303,0.277777778,0.487804878,0.307692308,0.266666667,0.476190476,0.307692308,0.294117647,0.476190476,0.3125,0.266666667,16,4,10,15,9,6
302,2009-04-04,2008-2009,Fulham,Liverpool,0,1,0,0,0,1,A,0,0,D,S Bennett,3,19,1,10,8,10,3,6,2,2,0,0,0,6.0,3.75,1.61,5.25,3.5,1.6,5.5,3.6,1.62,6.0,3.7,1.55,4.5,3.5,1.62,5.25,3.5,1.6,6.0,3.75,1.57,6.0,3.6,1.62,5.5,3.6,1.6,6.0,3.75,1.62,31.0,6.6,5.73,3.91,3.57,1.67,1.62,28.0,2.2,2.07,1.75,1.7,17.0,0.0,4.56,4.17,1.25,1.21,0.166666667,0.266666667,0.621118012,0.19047619,0.285714286,0.625,0.181818182,0.277777778,0.617283951,0.166666667,0.27027027,0.64516129,0.222222222,0.285714286,0.617283951,0.19047619,0.285714286,0.625,0.166666667,0.266666667,0.636942675,0.166666667,0.277777778,0.617283951,0.181818182,0.277777778,0.625,0.166666667,0.266666667,0.617283951,10,10,10,2,10,18
303,2009-04-04,2008-2009,Hull,Portsmouth,0,0,1,0,1,0,D,0,0,D,C Foy,9,7,1,2,13,14,1,4,0,2,0,1,1,2.62,3.25,2.75,2.4,3.15,2.7,2.6,3.25,2.6,2.5,3.2,2.75,2.38,3.2,2.6,2.5,3.2,2.6,2.6,3.3,2.62,2.5,3.25,2.8,2.7,3.0,2.65,2.7,3.25,2.62,30.0,2.74,2.56,3.3,3.21,2.89,2.7,25.0,2.1,2.0,1.82,1.75,14.0,0.0,1.92,1.85,2.05,1.95,0.381679389,0.307692308,0.363636364,0.416666667,0.317460317,0.37037037,0.384615385,0.307692308,0.384615385,0.4,0.3125,0.363636364,0.420168067,0.3125,0.384615385,0.4,0.3125,0.384615385,0.384615385,0.303030303,0.381679389,0.4,0.307692308,0.357142857,0.37037037,0.333333333,0.377358491,0.37037037,0.307692308,0.381679389,13,9,8,13,8,8
304,2009-04-04,2008-2009,Newcastle,Chelsea,0,2,0,0,0,1,A,0,0,D,R Styles,6,16,4,10,7,17,4,6,0,2,0,0,0,5.0,3.6,1.72,5.25,3.5,1.6,5.5,3.6,1.62,5.3,3.5,1.65,5.0,3.5,1.57,5.25,3.5,1.6,5.5,3.8,1.6,5.5,3.6,1.67,5.5,3.5,1.65,5.0,3.6,1.73,31.0,5.75,5.22,3.75,3.55,1.76,1.67,27.0,2.07,1.95,1.88,1.79,15.0,0.0,4.3,3.99,1.25,1.22,0.2,0.277777778,0.581395349,0.19047619,0.285714286,0.625,0.181818182,0.277777778,0.617283951,0.188679245,0.285714286,0.606060606,0.2,0.285714286,0.636942675,0.19047619,0.285714286,0.625,0.181818182,0.263157895,0.625,0.181818182,0.277777778,0.598802395,0.181818182,0.285714286,0.606060606,0.2,0.277777778,0.578034682,13,11,6,5,7,18
305,2009-04-04,2008-2009,West Brom,Stoke,0,2,0,0,0,1,A,0,1,A,M Atkinson,12,9,9,6,10,10,6,3,2,1,0,0,0,2.2,3.25,3.4,2.15,3.15,3.15,2.15,3.2,3.3,2.2,3.2,3.2,2.2,3.2,2.8,2.2,3.2,3.0,2.05,3.3,3.6,2.2,3.2,3.4,2.2,3.1,3.3,2.25,3.2,3.4,31.0,2.25,2.15,3.3,3.22,3.87,3.37,27.0,2.05,1.96,1.88,1.79,14.0,0.0,1.57,1.53,2.55,2.42,0.454545455,0.307692308,0.294117647,0.465116279,0.317460317,0.317460317,0.465116279,0.3125,0.303030303,0.454545455,0.3125,0.3125,0.454545455,0.3125,0.357142857,0.454545455,0.3125,0.333333333,0.487804878,0.303030303,0.277777778,0.454545455,0.3125,0.294117647,0.454545455,0.322580645,0.303030303,0.444444444,0.3125,0.294117647,18,6,6,14,8,8
306,2009-04-04,2008-2009,West Ham,Sunderland,2,0,2,1,0,0,H,1,0,H,M Jones,16,14,11,9,10,7,11,8,1,1,0,0,2,2.1,3.2,3.75,1.85,3.3,3.9,2.0,3.2,3.75,1.9,3.3,3.9,1.91,3.2,3.5,2.0,3.2,3.5,2.1,3.25,3.6,2.05,3.25,3.75,2.1,3.2,3.4,2.1,3.2,3.75,32.0,2.2,2.07,3.4,3.24,3.87,3.57,27.0,2.3,2.17,1.7,1.63,15.0,0.0,1.57,1.47,2.75,2.58,0.476190476,0.3125,0.266666667,0.540540541,0.303030303,0.256410256,0.5,0.3125,0.266666667,0.526315789,0.303030303,0.256410256,0.523560209,0.3125,0.285714286,0.5,0.3125,0.285714286,0.476190476,0.307692308,0.277777778,0.487804878,0.307692308,0.266666667,0.476190476,0.3125,0.294117647,0.476190476,0.3125,0.266666667,11,8,11,14,8,8
307,2009-04-05,2008-2009,Everton,Wigan,4,0,2,1,0,0,H,1,0,H,P Dowd,14,14,10,8,17,11,1,4,0,3,0,0,2,1.72,3.4,5.5,1.6,3.5,5.25,1.7,3.45,5.0,1.75,3.5,4.6,1.73,3.1,4.5,1.7,3.4,4.5,1.73,3.5,5.0,1.7,3.4,5.5,1.75,3.3,4.8,1.75,3.5,5.25,31.0,1.81,1.73,3.55,3.43,5.52,4.91,27.0,2.3,2.2,1.7,1.61,15.0,0.0,1.3,1.27,3.96,3.59,0.581395349,0.294117647,0.181818182,0.625,0.285714286,0.19047619,0.588235294,0.289855072,0.2,0.571428571,0.285714286,0.217391304,0.578034682,0.322580645,0.222222222,0.588235294,0.294117647,0.222222222,0.578034682,0.285714286,0.2,0.588235294,0.294117647,0.181818182,0.571428571,0.303030303,0.208333333,0.571428571,0.285714286,0.19047619,8,9,13,11,8,11
308,2009-04-05,2008-2009,Man United,Aston Villa,3,2,2,1,0,0,H,1,1,D,M Riley,14,8,9,8,11,15,8,4,1,2,0,0,2,1.4,4.33,9.0,1.35,4.25,7.85,1.4,4.0,8.5,1.37,4.4,8.0,1.36,3.75,8.0,1.35,4.2,8.5,1.4,4.2,9.0,1.4,4.33,9.0,1.4,4.2,8.0,1.4,4.33,9.5,31.0,1.45,1.4,4.5,4.2,10.48,8.53,28.0,1.95,1.86,1.97,1.87,18.0,0.0,1.11,1.1,7.0,6.51,0.714285714,0.230946882,0.111111111,0.740740741,0.235294118,0.127388535,0.714285714,0.25,0.117647059,0.729927007,0.227272727,0.125,0.735294118,0.266666667,0.125,0.740740741,0.238095238,0.117647059,0.714285714,0.238095238,0.111111111,0.714285714,0.230946882,0.111111111,0.714285714,0.238095238,0.125,0.714285714,0.230946882,0.105263158,4,5,20,8,7,15
309,2009-04-11,2008-2009,Chelsea,Bolton,4,3,2,1,0,0,H,1,0,H,P Walton,20,14,9,6,11,17,8,4,0,0,0,0,2,1.25,5.5,15.0,1.25,5.0,10.0,1.25,5.0,12.0,1.27,4.9,11.0,1.3,5.0,11.0,1.2,5.5,12.0,1.3,4.33,15.0,1.29,5.0,12.0,1.28,5.0,10.0,1.29,5.0,13.0,35.0,1.3,1.27,5.82,5.15,16.2,11.96,31.0,1.96,1.86,2.0,1.9,20.0,-1.5,1.97,1.9,2.0,1.95,0.8,0.181818182,0.066666667,0.8,0.2,0.1,0.8,0.2,0.083333333,0.787401575,0.204081633,0.090909091,0.769230769,0.2,0.090909091,0.833333333,0.181818182,0.083333333,0.769230769,0.230946882,0.066666667,0.775193798,0.2,0.083333333,0.78125,0.2,0.1,0.775193798,0.2,0.076923077,5,7,19,16,4,11
310,2009-04-11,2008-2009,Liverpool,Blackburn,4,0,2,1,0,0,H,2,0,H,M Riley,22,7,12,5,6,13,7,2,2,1,0,0,2,1.33,4.75,11.0,1.27,4.85,9.0,1.33,4.5,10.0,1.3,4.8,9.5,1.33,4.5,11.0,1.28,4.5,10.0,1.36,4.2,11.0,1.33,4.5,11.0,1.36,4.33,9.0,1.33,4.75,11.0,35.0,1.37,1.33,5.2,4.68,12.36,10.05,33.0,2.04,1.91,1.91,1.84,21.0,-1.25,1.85,1.83,2.1,2.04,0.751879699,0.210526316,0.090909091,0.787401575,0.206185567,0.111111111,0.751879699,0.222222222,0.1,0.769230769,0.208333333,0.105263158,0.751879699,0.222222222,0.090909091,0.78125,0.222222222,0.1,0.735294118,0.238095238,0.090909091,0.751879699,0.222222222,0.090909091,0.735294118,0.230946882,0.111111111,0.751879699,0.210526316,0.090909091,2,10,19,13,10,8
311,2009-04-11,2008-2009,Middlesbrough,Hull,3,1,2,1,0,0,H,2,1,H,P Dowd,15,12,9,6,15,16,3,3,3,3,0,0,2,2.1,3.3,3.75,2.0,3.15,3.5,2.05,3.2,3.6,2.0,3.3,3.6,2.1,3.3,3.5,2.05,3.2,3.3,2.1,3.25,3.6,2.0,3.4,3.75,2.1,3.25,3.4,2.0,3.4,3.8,37.0,2.15,2.07,3.4,3.28,3.85,3.58,34.0,2.32,2.19,1.7,1.63,20.0,-0.25,1.83,1.8,2.13,2.08,0.476190476,0.303030303,0.266666667,0.5,0.317460317,0.285714286,0.487804878,0.3125,0.277777778,0.5,0.303030303,0.277777778,0.476190476,0.303030303,0.285714286,0.487804878,0.3125,0.303030303,0.476190476,0.307692308,0.277777778,0.5,0.294117647,0.266666667,0.476190476,0.307692308,0.294117647,0.5,0.294117647,0.263157895,16,9,6,13,10,8
312,2009-04-11,2008-2009,Portsmouth,West Brom,2,2,1,0,1,0,D,1,0,H,M Dean,14,12,4,7,16,10,4,2,3,1,0,0,1,1.73,3.5,5.5,1.65,3.45,4.9,1.73,3.3,5.0,1.75,3.5,4.6,1.67,3.6,5.5,1.67,3.3,5.0,1.8,3.3,4.8,1.67,3.6,5.5,1.7,3.4,5.0,1.7,3.5,5.5,37.0,1.74,1.69,3.78,3.49,5.88,5.25,33.0,2.1,1.97,1.87,1.79,22.0,-0.75,2.0,1.92,2.03,1.94,0.578034682,0.285714286,0.181818182,0.606060606,0.289855072,0.204081633,0.578034682,0.303030303,0.2,0.571428571,0.285714286,0.217391304,0.598802395,0.277777778,0.181818182,0.598802395,0.303030303,0.2,0.555555556,0.303030303,0.208333333,0.598802395,0.277777778,0.181818182,0.588235294,0.294117647,0.2,0.588235294,0.285714286,0.181818182,13,9,8,19,6,6
313,2009-04-11,2008-2009,Stoke,Newcastle,1,1,1,0,1,0,D,1,0,H,C Foy,17,8,6,2,14,11,8,4,4,2,0,0,1,2.5,3.25,2.88,2.35,3.15,2.8,2.5,3.15,2.75,2.4,3.2,2.85,2.38,3.25,3.0,2.35,3.2,2.75,2.4,3.3,2.9,2.38,3.25,3.0,2.5,3.2,2.75,2.4,3.25,3.0,34.0,2.65,2.43,3.3,3.2,3.01,2.87,32.0,2.15,2.05,1.8,1.71,19.0,0.0,1.83,1.78,2.15,2.05,0.4,0.307692308,0.347222222,0.425531915,0.317460317,0.357142857,0.4,0.317460317,0.363636364,0.416666667,0.3125,0.350877193,0.420168067,0.307692308,0.333333333,0.425531915,0.3125,0.363636364,0.416666667,0.303030303,0.344827586,0.420168067,0.307692308,0.333333333,0.4,0.3125,0.363636364,0.416666667,0.307692308,0.333333333,14,8,9,14,11,6
314,2009-04-11,2008-2009,Sunderland,Man United,1,2,0,0,0,1,A,0,1,A,R Styles,12,18,7,8,6,3,5,4,1,2,0,0,0,7.5,4.0,1.5,6.75,3.8,1.45,7.0,4.0,1.46,7.0,4.0,1.45,7.0,4.0,1.5,7.5,4.0,1.4,7.5,3.8,1.5,8.0,4.1,1.44,7.5,3.6,1.5,7.5,4.2,1.44,37.0,8.5,7.47,4.26,3.98,1.51,1.47,32.0,2.14,2.01,1.8,1.75,21.0,1.0,2.02,1.98,1.94,1.87,0.133333333,0.25,0.666666667,0.148148148,0.263157895,0.689655172,0.142857143,0.25,0.684931507,0.142857143,0.25,0.689655172,0.142857143,0.25,0.666666667,0.133333333,0.25,0.714285714,0.133333333,0.263157895,0.666666667,0.125,0.243902439,0.694444444,0.133333333,0.277777778,0.666666667,0.133333333,0.238095238,0.694444444,15,8,8,4,5,21
315,2009-04-11,2008-2009,Tottenham,West Ham,1,0,2,1,0,0,H,0,0,D,M Atkinson,14,8,9,6,9,12,10,1,1,4,0,0,2,1.73,3.5,5.5,1.75,3.25,4.55,1.73,3.3,5.0,1.75,3.5,4.6,1.8,3.5,4.5,1.67,3.4,4.75,1.8,3.3,4.8,1.73,3.5,5.0,1.75,3.4,4.6,1.73,3.5,5.25,37.0,1.75,1.72,3.71,3.44,5.9,5.09,32.0,2.17,2.05,1.82,1.73,21.0,-0.75,1.93,1.91,2.03,1.96,0.578034682,0.285714286,0.181818182,0.571428571,0.307692308,0.21978022,0.578034682,0.303030303,0.2,0.571428571,0.285714286,0.217391304,0.555555556,0.285714286,0.222222222,0.598802395,0.294117647,0.210526316,0.555555556,0.303030303,0.208333333,0.578034682,0.285714286,0.2,0.571428571,0.294117647,0.217391304,0.578034682,0.285714286,0.19047619,13,8,10,11,8,12
316,2009-04-11,2008-2009,Wigan,Arsenal,1,4,0,0,0,1,A,1,0,H,A Wiley,11,15,5,8,15,16,6,5,3,3,0,0,0,5.25,3.5,1.73,4.9,3.45,1.65,5.0,3.3,1.73,4.6,3.5,1.75,5.0,3.5,1.73,4.5,3.4,1.7,5.5,3.4,1.7,5.5,3.3,1.73,5.0,3.4,1.75,5.5,3.5,1.7,37.0,5.5,4.99,3.6,3.42,1.84,1.74,33.0,2.26,2.11,1.73,1.68,21.0,0.75,1.84,1.81,2.13,2.07,0.19047619,0.285714286,0.578034682,0.204081633,0.289855072,0.606060606,0.2,0.303030303,0.578034682,0.217391304,0.285714286,0.571428571,0.2,0.285714286,0.578034682,0.222222222,0.294117647,0.588235294,0.181818182,0.294117647,0.588235294,0.181818182,0.303030303,0.578034682,0.2,0.294117647,0.571428571,0.181818182,0.285714286,0.588235294,12,8,11,5,10,16
317,2009-04-12,2008-2009,Aston Villa,Everton,3,3,1,0,1,0,D,1,2,A,H Webb,15,10,8,6,9,15,11,7,0,2,0,0,1,2.2,3.25,3.5,2.1,3.15,3.25,2.2,3.2,3.25,2.0,3.3,3.6,2.1,3.3,3.5,2.1,3.2,3.2,2.25,3.2,3.3,2.25,3.3,3.2,2.25,3.25,3.1,2.25,3.25,3.4,33.0,2.28,2.16,3.3,3.23,3.65,3.34,32.0,2.25,2.09,1.73,1.68,18.0,0.0,1.62,1.55,2.47,2.38,0.454545455,0.307692308,0.285714286,0.476190476,0.317460317,0.307692308,0.454545455,0.3125,0.307692308,0.5,0.303030303,0.277777778,0.476190476,0.303030303,0.285714286,0.476190476,0.3125,0.3125,0.444444444,0.3125,0.303030303,0.444444444,0.303030303,0.3125,0.444444444,0.307692308,0.322580645,0.444444444,0.307692308,0.294117647,9,7,15,8,9,14
318,2009-04-12,2008-2009,Man City,Fulham,1,3,0,0,0,1,A,1,0,H,M Halsey,13,15,5,11,9,8,8,3,0,1,0,0,0,1.91,3.4,4.33,1.8,3.35,4.0,1.9,3.3,4.0,1.85,3.4,4.0,1.8,3.5,4.5,1.83,3.25,4.0,1.91,3.25,4.33,1.83,3.4,4.5,1.9,3.25,4.0,1.91,3.4,4.33,33.0,1.99,1.88,3.5,3.32,4.6,4.24,32.0,2.31,2.13,1.72,1.65,18.0,-0.5,1.99,1.96,1.98,1.92,0.523560209,0.294117647,0.230946882,0.555555556,0.298507463,0.25,0.526315789,0.303030303,0.25,0.540540541,0.294117647,0.25,0.555555556,0.285714286,0.222222222,0.546448087,0.307692308,0.25,0.523560209,0.307692308,0.230946882,0.546448087,0.294117647,0.222222222,0.526315789,0.307692308,0.25,0.523560209,0.294117647,0.230946882,15,5,11,11,10,10
