,DT,SZN,HT,AT,FTHG,FTAG,R,H,D,A,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Unnamed: 5,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,B365H_P,B365D_P,B365A_P,BWH_P,BWD_P,BWA_P,GBH_P,GBD_P,GBA_P,IWH_P,IWD_P,IWA_P,LBH_P,LBD_P,LBA_P,SBH_P,SBD_P,SBA_P,WHH_P,WHD_P,WHA_P,SJH_P,SJD_P,SJA_P,VCH_P,VCD_P,VCA_P,BSH_P,BSD_P,BSA_P,CUM_H_W,CUM_H_D,CUM_H_L,CUM_A_W,CUM_A_D,CUM_A_L
95,2008-10-29,2008-2009,Liverpool,Portsmouth,1,0,2,1,0,0,H,0,0,D,S Tanner,21,4,10,1,13,12,7,1,0,3,0,0,2,1.33,5.0,10.0,1.35,4.25,8.0,1.36,4.5,9.0,1.35,4.2,7.5,1.33,4.0,8.0,1.35,4.2,8.0,1.36,3.75,8.0,1.36,4.5,9.5,1.35,4.8,10.0,1.36,4.2,9.0,44.0,1.4,1.35,5.0,4.42,11.88,9.16,35.0,1.86,1.76,2.1,1.97,20.0,-1.5,2.01,1.96,1.93,1.88,0.751879699,0.2,0.1,0.740740741,0.235294118,0.125,0.735294118,0.222222222,0.111111111,0.740740741,0.238095238,0.133333333,0.751879699,0.25,0.125,0.740740741,0.238095238,0.125,0.735294118,0.266666667,0.125,0.735294118,0.222222222,0.105263158,0.740740741,0.208333333,0.1,0.735294118,0.238095238,0.111111111,0,2,7,3,2,4
96,2008-10-29,2008-2009,Man United,West Ham,2,0,2,1,0,0,H,2,0,H,P Walton,21,4,12,1,10,9,3,1,1,2,0,0,2,1.2,6.0,19.0,1.2,5.5,12.0,1.2,6.0,13.0,1.2,5.2,11.0,1.2,5.0,11.0,1.15,6.0,15.0,1.2,5.0,11.0,1.2,6.0,17.0,1.2,6.1,19.0,1.22,5.5,12.0,44.0,1.22,1.2,7.0,5.82,21.0,14.27,36.0,1.6,1.54,2.52,2.34,20.0,-2.0,2.06,2.0,1.9,1.84,0.833333333,0.166666667,0.052631579,0.833333333,0.181818182,0.083333333,0.833333333,0.166666667,0.076923077,0.833333333,0.192307692,0.090909091,0.833333333,0.2,0.090909091,0.869565217,0.166666667,0.066666667,0.833333333,0.2,0.090909091,0.833333333,0.166666667,0.058823529,0.833333333,0.163934426,0.052631579,0.819672131,0.181818182,0.083333333,1,3,4,5,0,4
97,2008-10-29,2008-2009,Middlesbrough,Man City,2,0,2,1,0,0,H,0,0,D,L Mason,5,13,3,8,10,15,3,3,1,3,0,0,2,2.88,3.3,2.5,2.75,3.15,2.35,2.7,3.25,2.5,2.55,3.1,2.55,2.5,3.2,2.5,2.7,3.2,2.4,2.5,3.25,2.4,2.63,3.4,2.6,2.6,3.25,2.4,2.62,3.25,2.5,45.0,3.01,2.73,3.4,3.24,2.6,2.47,36.0,1.93,1.8,2.05,1.93,20.0,0.0,2.17,2.05,1.81,1.76,0.347222222,0.303030303,0.4,0.363636364,0.317460317,0.425531915,0.37037037,0.307692308,0.4,0.392156863,0.322580645,0.392156863,0.4,0.3125,0.4,0.37037037,0.3125,0.416666667,0.4,0.307692308,0.416666667,0.380228137,0.294117647,0.384615385,0.384615385,0.307692308,0.416666667,0.381679389,0.307692308,0.4,5,1,3,4,1,4
98,2008-10-29,2008-2009,Stoke,Sunderland,1,0,2,1,0,0,H,0,0,D,C Foy,9,9,6,4,10,8,4,4,2,1,0,0,2,2.6,3.3,2.75,2.4,3.15,2.75,2.5,3.25,2.7,2.5,3.0,2.7,2.4,3.25,2.5,2.45,3.15,2.65,2.4,3.1,2.6,2.6,3.2,2.75,2.65,3.35,2.7,2.38,3.25,2.8,45.0,2.8,2.55,3.38,3.23,2.8,2.67,36.0,2.06,1.96,1.91,1.78,21.0,0.0,2.01,1.82,2.0,1.9,0.384615385,0.303030303,0.363636364,0.416666667,0.317460317,0.363636364,0.4,0.307692308,0.37037037,0.4,0.333333333,0.37037037,0.416666667,0.307692308,0.4,0.408163265,0.317460317,0.377358491,0.416666667,0.322580645,0.384615385,0.384615385,0.3125,0.363636364,0.377358491,0.298507463,0.37037037,0.420168067,0.307692308,0.357142857,6,1,2,3,3,3
99,2008-11-01,2008-2009,Chelsea,Sunderland,5,0,2,1,0,0,H,3,0,H,M Atkinson,17,1,11,0,5,11,4,0,0,1,0,0,2,1.17,6.5,21.0,1.15,6.0,16.0,1.2,6.0,15.0,1.22,5.0,10.0,1.22,5.0,10.0,1.15,6.0,15.0,1.2,6.0,15.0,1.2,6.5,13.0,1.2,6.7,15.0,1.17,6.5,13.0,44.0,1.22,1.19,7.0,6.12,21.0,15.1,36.0,1.67,1.61,2.38,2.2,23.0,-2.0,2.21,2.06,1.8,1.75,0.854700855,0.153846154,0.047619048,0.869565217,0.166666667,0.0625,0.833333333,0.166666667,0.066666667,0.819672131,0.2,0.1,0.819672131,0.2,0.1,0.869565217,0.166666667,0.066666667,0.833333333,0.166666667,0.066666667,0.833333333,0.153846154,0.076923077,0.833333333,0.149253731,0.066666667,0.854700855,0.153846154,0.076923077,1,2,7,4,3,3
100,2008-11-01,2008-2009,Everton,Fulham,1,0,2,1,0,0,H,0,0,D,L Mason,9,15,4,5,11,15,6,5,0,0,0,0,2,1.67,3.75,5.5,1.7,3.35,4.65,1.73,3.5,4.75,1.7,3.4,4.3,1.73,3.2,4.33,1.7,3.4,4.5,1.73,3.5,5.0,1.73,3.3,5.5,1.65,3.7,5.8,1.7,3.4,5.0,44.0,1.75,1.7,3.75,3.48,5.8,5.11,37.0,2.09,1.96,1.84,1.78,22.0,-0.75,1.99,1.93,2.0,1.95,0.598802395,0.266666667,0.181818182,0.588235294,0.298507463,0.215053763,0.578034682,0.285714286,0.210526316,0.588235294,0.294117647,0.23255814,0.578034682,0.3125,0.230946882,0.588235294,0.294117647,0.222222222,0.578034682,0.285714286,0.2,0.578034682,0.303030303,0.181818182,0.606060606,0.27027027,0.172413793,0.588235294,0.294117647,0.2,4,3,3,4,2,3
101,2008-11-01,2008-2009,Man United,Hull,4,3,2,1,0,0,H,3,1,H,M Dean,20,11,11,7,12,13,9,1,2,2,0,0,2,1.17,7.0,17.0,1.17,6.0,13.0,1.18,6.0,17.0,1.17,5.7,12.0,1.2,5.0,11.0,1.15,6.0,15.0,1.17,6.5,19.0,1.17,6.5,19.0,1.17,7.0,19.0,1.17,6.5,13.0,44.0,1.2,1.17,7.94,6.46,22.0,16.24,36.0,1.55,1.49,2.65,2.48,23.0,-2.0,1.91,1.82,2.08,2.01,0.854700855,0.142857143,0.058823529,0.854700855,0.166666667,0.076923077,0.847457627,0.166666667,0.058823529,0.854700855,0.175438596,0.083333333,0.833333333,0.2,0.090909091,0.869565217,0.166666667,0.066666667,0.854700855,0.153846154,0.052631579,0.854700855,0.153846154,0.052631579,0.854700855,0.142857143,0.052631579,0.854700855,0.153846154,0.076923077,1,3,5,2,2,6
102,2008-11-01,2008-2009,Middlesbrough,West Ham,1,1,1,0,1,0,D,0,1,A,A Marriner,11,13,7,8,10,14,5,4,3,4,0,0,1,2.0,3.3,4.0,2.05,3.15,3.35,2.0,3.3,3.75,1.9,3.3,3.5,1.91,3.25,3.4,2.0,3.15,3.5,2.05,3.3,3.6,2.0,3.25,4.0,1.95,3.35,4.2,1.91,3.4,3.75,44.0,2.1,1.99,3.4,3.28,4.41,3.75,36.0,2.0,1.86,1.97,1.86,21.0,0.0,1.44,1.41,2.75,2.7,0.5,0.303030303,0.25,0.487804878,0.317460317,0.298507463,0.5,0.303030303,0.266666667,0.526315789,0.303030303,0.285714286,0.523560209,0.307692308,0.294117647,0.5,0.317460317,0.285714286,0.487804878,0.303030303,0.277777778,0.5,0.307692308,0.25,0.512820513,0.298507463,0.238095238,0.523560209,0.294117647,0.266666667,5,1,4,6,0,4
103,2008-11-01,2008-2009,Portsmouth,Wigan,1,2,0,0,0,1,A,0,1,A,P Walton,16,12,8,8,9,11,9,6,0,3,0,0,0,1.91,3.4,4.2,1.8,3.3,4.15,1.95,3.3,4.0,1.8,3.2,4.0,1.91,3.2,3.5,1.85,3.25,3.9,2.0,3.3,3.8,1.91,3.25,4.33,1.95,3.45,4.1,1.91,3.4,3.75,44.0,1.97,1.89,3.5,3.34,4.5,4.11,36.0,2.13,2.0,1.82,1.75,22.0,-0.5,1.97,1.94,1.99,1.92,0.523560209,0.294117647,0.238095238,0.555555556,0.303030303,0.240963855,0.512820513,0.303030303,0.25,0.555555556,0.3125,0.25,0.523560209,0.3125,0.285714286,0.540540541,0.307692308,0.256410256,0.5,0.303030303,0.263157895,0.523560209,0.307692308,0.230946882,0.512820513,0.289855072,0.243902439,0.523560209,0.294117647,0.266666667,4,2,4,6,2,2
104,2008-11-01,2008-2009,Stoke,Arsenal,2,1,2,1,0,0,H,1,0,H,R Styles,7,13,5,6,11,7,3,5,4,2,0,1,2,8.0,4.5,1.4,7.5,4.0,1.4,8.0,4.0,1.45,6.0,3.9,1.45,8.0,3.75,1.36,6.75,3.75,1.45,8.0,4.5,1.4,7.5,4.33,1.44,8.0,4.8,1.4,8.5,4.0,1.4,44.0,9.8,7.76,4.8,4.24,1.45,1.42,36.0,1.67,1.62,2.33,2.17,22.0,1.25,2.04,1.98,1.94,1.88,0.125,0.222222222,0.714285714,0.133333333,0.25,0.714285714,0.125,0.25,0.689655172,0.166666667,0.256410256,0.689655172,0.125,0.266666667,0.735294118,0.148148148,0.266666667,0.689655172,0.125,0.222222222,0.714285714,0.133333333,0.230946882,0.694444444,0.125,0.208333333,0.714285714,0.117647059,0.25,0.714285714,6,1,3,2,2,6
105,2008-11-01,2008-2009,Tottenham,Liverpool,2,1,2,1,0,0,H,0,1,A,P Dowd,8,14,4,6,18,13,4,4,1,2,0,0,2,3.5,3.3,2.1,3.65,3.2,1.95,3.6,3.35,2.05,3.2,3.1,2.1,3.2,3.2,2.0,3.4,3.25,2.0,3.5,3.3,2.1,3.6,3.4,2.05,3.35,3.5,2.15,3.4,3.2,2.1,43.0,3.75,3.52,3.5,3.31,2.18,2.06,36.0,2.04,1.89,1.92,1.84,23.0,0.0,2.65,2.56,1.54,1.47,0.285714286,0.303030303,0.476190476,0.273972603,0.3125,0.512820513,0.277777778,0.298507463,0.487804878,0.3125,0.322580645,0.476190476,0.3125,0.3125,0.5,0.294117647,0.307692308,0.5,0.285714286,0.303030303,0.476190476,0.277777778,0.294117647,0.487804878,0.298507463,0.285714286,0.465116279,0.294117647,0.3125,0.476190476,6,3,1,0,2,8
106,2008-11-01,2008-2009,West Brom,Blackburn,2,2,1,0,1,0,D,0,1,A,M Jones,15,9,8,5,13,18,2,3,3,2,0,1,1,2.5,3.3,2.88,2.35,3.15,2.8,2.5,3.3,2.75,2.5,3.2,2.5,2.38,3.2,2.6,2.5,3.15,2.6,2.4,3.3,2.9,2.5,3.25,2.8,2.55,3.35,2.8,2.5,3.2,2.7,43.0,2.65,2.49,3.4,3.24,2.97,2.75,36.0,2.05,1.96,1.89,1.77,21.0,0.0,1.86,1.8,2.12,1.99,0.4,0.303030303,0.347222222,0.425531915,0.317460317,0.357142857,0.4,0.303030303,0.363636364,0.4,0.3125,0.4,0.420168067,0.3125,0.384615385,0.4,0.317460317,0.384615385,0.416666667,0.303030303,0.344827586,0.4,0.307692308,0.357142857,0.392156863,0.298507463,0.357142857,0.4,0.3125,0.37037037,6,1,3,4,3,3
107,2008-11-02,2008-2009,Bolton,Man City,2,0,2,1,0,0,H,0,0,D,M Riley,20,11,12,6,15,20,6,1,1,1,0,0,2,3.0,3.3,2.38,2.75,3.15,2.4,3.0,3.2,2.38,2.7,3.2,2.3,2.8,3.2,2.2,2.8,3.2,2.3,3.25,3.25,2.25,3.0,3.25,2.38,3.15,3.4,2.3,3.0,3.25,2.25,43.0,3.25,2.97,3.45,3.27,2.45,2.33,36.0,2.06,1.95,1.87,1.78,20.0,0.0,2.26,2.14,1.76,1.68,0.333333333,0.303030303,0.420168067,0.363636364,0.317460317,0.416666667,0.333333333,0.3125,0.420168067,0.37037037,0.3125,0.434782609,0.357142857,0.3125,0.454545455,0.357142857,0.3125,0.434782609,0.307692308,0.307692308,0.444444444,0.333333333,0.307692308,0.420168067,0.317460317,0.294117647,0.434782609,0.333333333,0.307692308,0.444444444,6,2,2,5,1,4
108,2008-11-03,2008-2009,Newcastle,Aston Villa,2,0,2,1,0,0,H,0,0,D,S Bennett,11,6,7,1,13,21,2,6,4,3,0,0,2,3.0,3.3,2.38,2.5,3.15,2.6,3.0,3.2,2.38,2.7,3.2,2.3,3.0,3.25,2.38,2.7,3.15,2.4,3.1,3.3,2.3,2.88,3.2,2.5,3.1,3.3,2.4,2.8,3.2,2.4,39.0,3.15,2.89,3.4,3.25,2.52,2.39,33.0,1.87,1.8,2.11,1.93,18.0,0.0,2.15,2.06,1.82,1.74,0.333333333,0.303030303,0.420168067,0.4,0.317460317,0.384615385,0.333333333,0.3125,0.420168067,0.37037037,0.3125,0.434782609,0.333333333,0.307692308,0.420168067,0.37037037,0.317460317,0.416666667,0.322580645,0.303030303,0.434782609,0.347222222,0.3125,0.4,0.322580645,0.303030303,0.416666667,0.357142857,0.3125,0.416666667,5,3,2,2,2,6
109,2008-11-08,2008-2009,Arsenal,Man United,2,1,2,1,0,0,H,1,0,H,H Webb,11,17,7,9,16,7,5,6,3,2,0,0,2,3.25,3.25,2.3,2.8,3.15,2.35,3.0,3.2,2.35,2.9,3.0,2.3,3.0,3.2,2.38,2.9,3.1,2.3,3.1,3.1,2.4,3.0,3.25,2.38,3.25,3.2,2.35,3.3,3.2,2.25,39.0,3.58,3.1,3.3,3.17,2.45,2.3,32.0,2.18,2.04,1.8,1.71,19.0,0.25,1.98,1.9,2.01,1.96,0.307692308,0.307692308,0.434782609,0.357142857,0.317460317,0.425531915,0.333333333,0.3125,0.425531915,0.344827586,0.333333333,0.434782609,0.333333333,0.3125,0.420168067,0.344827586,0.322580645,0.434782609,0.322580645,0.322580645,0.416666667,0.333333333,0.307692308,0.420168067,0.307692308,0.3125,0.425531915,0.303030303,0.3125,0.444444444,3,2,6,1,3,6
110,2008-11-08,2008-2009,Hull,Bolton,0,1,0,0,0,1,A,0,0,D,A Wiley,16,10,11,6,15,10,6,7,1,2,0,0,0,2.25,3.25,3.4,1.9,3.25,3.75,2.2,3.2,3.3,2.1,3.1,3.2,2.2,3.3,3.3,2.0,3.25,3.4,2.2,3.2,3.4,2.1,3.3,3.5,2.2,3.25,3.5,2.15,3.2,3.5,38.0,2.3,2.13,3.31,3.23,3.7,3.4,30.0,2.04,1.93,1.88,1.81,16.0,-0.25,1.98,1.9,2.01,1.97,0.444444444,0.307692308,0.294117647,0.526315789,0.307692308,0.266666667,0.454545455,0.3125,0.303030303,0.476190476,0.322580645,0.3125,0.454545455,0.303030303,0.303030303,0.5,0.307692308,0.294117647,0.454545455,0.3125,0.294117647,0.476190476,0.303030303,0.285714286,0.454545455,0.307692308,0.285714286,0.465116279,0.3125,0.285714286,3,2,6,6,2,3
111,2008-11-08,2008-2009,Liverpool,West Brom,3,0,2,1,0,0,H,2,0,H,P Walton,11,4,10,2,10,8,3,7,2,1,0,0,2,1.2,6.0,19.0,1.17,6.0,13.0,1.22,5.5,16.0,1.2,5.2,11.0,1.22,6.0,13.0,1.2,5.5,12.0,1.22,5.5,15.0,1.25,5.5,13.0,1.22,5.5,17.0,1.25,5.0,15.0,37.0,1.25,1.21,6.52,5.81,20.18,14.42,32.0,1.75,1.68,2.26,2.08,17.0,-1.75,1.88,1.84,2.11,2.03,0.833333333,0.166666667,0.052631579,0.854700855,0.166666667,0.076923077,0.819672131,0.181818182,0.0625,0.833333333,0.192307692,0.090909091,0.819672131,0.166666667,0.076923077,0.833333333,0.181818182,0.083333333,0.819672131,0.181818182,0.066666667,0.8,0.181818182,0.076923077,0.819672131,0.181818182,0.058823529,0.8,0.2,0.066666667,1,2,8,6,2,3
112,2008-11-08,2008-2009,Sunderland,Portsmouth,1,2,0,0,0,1,A,1,0,H,S Bennett,9,10,6,5,8,10,8,3,2,1,0,0,0,2.38,3.3,3.0,2.35,3.15,2.8,2.35,3.25,3.0,2.2,3.1,3.0,2.38,3.25,3.0,2.25,3.2,2.9,2.3,3.3,3.1,2.25,3.25,3.2,2.3,3.25,3.3,2.3,3.2,3.1,38.0,2.4,2.31,3.5,3.26,3.3,2.99,31.0,2.25,2.1,1.75,1.67,17.0,0.0,1.75,1.68,2.26,2.12,0.420168067,0.303030303,0.333333333,0.425531915,0.317460317,0.357142857,0.425531915,0.307692308,0.333333333,0.454545455,0.322580645,0.333333333,0.420168067,0.307692308,0.333333333,0.444444444,0.3125,0.344827586,0.434782609,0.303030303,0.322580645,0.444444444,0.307692308,0.3125,0.434782609,0.307692308,0.303030303,0.434782609,0.3125,0.322580645,5,3,3,5,2,4
113,2008-11-08,2008-2009,West Ham,Everton,1,3,0,0,0,1,A,0,0,D,M Halsey,15,12,13,7,9,10,9,4,1,1,0,0,0,2.6,3.25,2.8,2.4,3.15,2.75,2.5,3.25,2.75,2.4,3.1,2.7,2.5,3.3,2.8,2.45,3.2,2.65,2.5,3.3,2.8,2.5,3.25,2.8,2.5,3.3,2.9,2.5,3.2,2.75,38.0,2.65,2.5,3.41,3.24,2.88,2.72,31.0,2.05,1.94,1.88,1.8,17.0,0.0,1.88,1.81,2.12,2.0,0.384615385,0.307692308,0.357142857,0.416666667,0.317460317,0.363636364,0.4,0.307692308,0.363636364,0.416666667,0.322580645,0.37037037,0.4,0.303030303,0.357142857,0.408163265,0.3125,0.377358491,0.4,0.303030303,0.357142857,0.4,0.307692308,0.357142857,0.4,0.303030303,0.344827586,0.4,0.3125,0.363636364,6,1,4,4,3,4
114,2008-11-08,2008-2009,Wigan,Stoke,0,0,1,0,1,0,D,0,0,D,M Riley,22,2,14,1,10,12,6,3,1,3,0,0,1,1.8,3.4,5.0,1.75,3.25,4.5,1.8,3.3,4.75,1.75,3.3,4.2,1.8,3.5,4.5,1.7,3.4,4.5,1.73,3.5,5.0,1.73,3.5,5.0,1.75,3.4,5.0,1.83,3.3,4.5,38.0,1.85,1.77,3.55,3.37,5.48,4.7,31.0,2.07,1.93,1.87,1.8,15.0,-0.5,1.84,1.81,2.11,2.07,0.555555556,0.294117647,0.2,0.571428571,0.307692308,0.222222222,0.555555556,0.303030303,0.210526316,0.571428571,0.303030303,0.238095238,0.555555556,0.285714286,0.222222222,0.588235294,0.294117647,0.222222222,0.578034682,0.285714286,0.2,0.578034682,0.285714286,0.2,0.571428571,0.294117647,0.2,0.546448087,0.303030303,0.222222222,6,2,3,6,1,4
115,2008-11-09,2008-2009,Aston Villa,Middlesbrough,1,2,0,0,0,1,A,1,1,D,R Styles,14,15,9,8,13,5,7,4,2,2,0,0,0,1.7,3.8,5.0,1.65,3.4,5.0,1.7,3.6,5.0,1.7,3.4,4.3,1.73,3.5,5.0,1.65,3.4,5.0,1.67,3.8,5.0,1.67,3.6,5.5,1.7,3.75,5.0,1.67,3.5,5.5,37.0,1.73,1.69,3.92,3.56,5.5,5.07,29.0,1.95,1.81,2.05,1.92,15.0,-0.75,1.95,1.9,2.02,1.99,0.588235294,0.263157895,0.2,0.606060606,0.294117647,0.2,0.588235294,0.277777778,0.2,0.588235294,0.294117647,0.23255814,0.578034682,0.285714286,0.2,0.606060606,0.294117647,0.2,0.598802395,0.263157895,0.2,0.598802395,0.277777778,0.181818182,0.588235294,0.266666667,0.2,0.598802395,0.285714286,0.181818182,3,2,6,5,2,4
116,2008-11-09,2008-2009,Blackburn,Chelsea,0,2,0,0,0,1,A,0,1,A,C Foy,8,18,3,13,14,11,5,9,2,1,0,0,0,8.0,4.33,1.44,7.0,3.75,1.45,7.25,4.0,1.48,6.0,3.6,1.5,8.0,3.6,1.5,6.5,3.9,1.45,7.5,4.2,1.44,7.0,4.0,1.5,6.5,4.4,1.5,7.5,4.0,1.44,37.0,8.24,7.27,4.54,4.02,1.5,1.46,30.0,1.92,1.82,2.02,1.92,16.0,1.25,1.86,1.82,2.14,2.05,0.125,0.230946882,0.694444444,0.142857143,0.266666667,0.689655172,0.137931034,0.25,0.675675676,0.166666667,0.277777778,0.666666667,0.125,0.277777778,0.666666667,0.153846154,0.256410256,0.689655172,0.133333333,0.238095238,0.694444444,0.142857143,0.25,0.666666667,0.153846154,0.227272727,0.666666667,0.133333333,0.25,0.694444444,4,4,3,1,2,8
117,2008-11-09,2008-2009,Fulham,Newcastle,2,1,2,1,0,0,H,1,0,H,M Atkinson,11,13,6,7,13,11,6,1,2,2,0,0,2,2.38,3.25,3.1,2.25,3.15,2.95,2.3,3.3,3.0,2.2,3.1,3.0,2.38,3.25,3.0,2.25,3.2,2.9,2.38,3.25,3.0,2.25,3.25,3.2,2.3,3.25,3.2,2.3,3.25,3.0,37.0,2.4,2.32,3.45,3.25,3.2,3.0,30.0,2.11,1.97,1.84,1.77,16.0,0.0,1.72,1.67,2.23,2.18,0.420168067,0.307692308,0.322580645,0.444444444,0.317460317,0.338983051,0.434782609,0.303030303,0.333333333,0.454545455,0.322580645,0.333333333,0.420168067,0.307692308,0.333333333,0.444444444,0.3125,0.344827586,0.420168067,0.307692308,0.333333333,0.444444444,0.307692308,0.3125,0.434782609,0.307692308,0.3125,0.434782609,0.307692308,0.333333333,5,2,3,5,3,3
118,2008-11-09,2008-2009,Man City,Tottenham,1,2,0,0,0,1,A,1,1,D,M Dean,9,14,7,9,12,13,4,5,1,2,2,1,0,2.25,3.3,3.3,2.05,3.2,3.3,2.2,3.2,3.3,2.3,3.1,2.8,2.2,3.3,3.3,2.1,3.2,3.2,2.15,3.3,3.4,2.2,3.2,3.4,2.25,3.25,3.4,2.2,3.2,3.25,37.0,2.31,2.19,3.4,3.26,3.6,3.28,29.0,1.8,1.71,2.16,2.02,15.0,-0.25,2.01,1.96,1.95,1.91,0.444444444,0.303030303,0.303030303,0.487804878,0.3125,0.303030303,0.454545455,0.3125,0.303030303,0.434782609,0.322580645,0.357142857,0.454545455,0.303030303,0.303030303,0.476190476,0.3125,0.3125,0.465116279,0.303030303,0.294117647,0.454545455,0.3125,0.294117647,0.444444444,0.307692308,0.294117647,0.454545455,0.3125,0.307692308,6,1,4,6,3,2
119,2008-11-15,2008-2009,Arsenal,Aston Villa,0,2,0,0,0,1,A,0,0,D,M Riley,11,9,8,6,9,22,8,5,2,4,0,0,0,1.5,4.0,7.0,1.45,3.75,7.0,1.53,3.75,7.0,1.5,3.8,5.5,1.44,3.75,6.0,1.5,3.75,6.0,1.53,3.75,7.0,1.5,4.0,7.0,1.45,3.75,6.5,1.5,3.6,7.0,39.0,1.55,1.5,4.36,3.81,8.1,6.85,31.0,1.75,1.67,2.2,2.09,21.0,-1.0,1.9,1.85,2.04,1.96,0.666666667,0.25,0.142857143,0.689655172,0.266666667,0.142857143,0.653594771,0.266666667,0.142857143,0.666666667,0.263157895,0.181818182,0.694444444,0.266666667,0.166666667,0.666666667,0.266666667,0.166666667,0.653594771,0.266666667,0.142857143,0.666666667,0.25,0.142857143,0.689655172,0.266666667,0.153846154,0.666666667,0.277777778,0.142857143,3,2,7,4,2,6
120,2008-11-15,2008-2009,Blackburn,Sunderland,1,2,0,0,0,1,A,1,0,H,S Tanner,16,10,8,6,9,9,11,9,3,4,0,0,0,2.0,3.4,3.8,2.0,3.15,3.5,2.1,3.2,3.6,2.0,3.2,3.3,2.0,3.2,3.2,2.0,3.25,3.4,2.05,3.3,3.6,2.1,3.25,3.6,2.1,3.2,3.2,2.0,3.25,3.6,40.0,2.15,2.06,3.4,3.27,3.9,3.5,32.0,2.19,2.07,1.75,1.69,20.0,0.0,1.5,1.46,2.8,2.58,0.5,0.294117647,0.263157895,0.5,0.317460317,0.285714286,0.476190476,0.3125,0.277777778,0.5,0.3125,0.303030303,0.5,0.3125,0.3125,0.5,0.307692308,0.294117647,0.487804878,0.303030303,0.277777778,0.476190476,0.307692308,0.277777778,0.476190476,0.3125,0.3125,0.5,0.307692308,0.277777778,5,4,3,6,3,3
121,2008-11-15,2008-2009,Bolton,Liverpool,0,2,0,0,0,1,A,0,1,A,R Styles,15,15,9,6,7,7,7,3,1,1,0,0,0,6.0,3.75,1.62,5.5,3.45,1.6,5.75,3.6,1.62,4.5,3.5,1.65,5.0,3.25,1.62,5.0,3.6,1.6,6.0,3.8,1.57,6.0,3.6,1.62,5.5,3.5,1.55,6.0,3.6,1.57,39.0,6.68,5.88,3.9,3.61,1.67,1.59,31.0,2.21,2.08,1.75,1.69,21.0,1.0,1.83,1.76,2.1,2.01,0.166666667,0.266666667,0.617283951,0.181818182,0.289855072,0.625,0.173913043,0.277777778,0.617283951,0.222222222,0.285714286,0.606060606,0.2,0.307692308,0.617283951,0.2,0.277777778,0.625,0.166666667,0.263157895,0.636942675,0.166666667,0.277777778,0.617283951,0.181818182,0.285714286,0.64516129,0.166666667,0.277777778,0.636942675,6,2,4,1,2,9
122,2008-11-15,2008-2009,Fulham,Tottenham,2,1,2,1,0,0,H,1,0,H,A Wiley,16,7,14,3,2,10,10,3,1,0,0,0,2,3.3,3.3,2.25,3.25,3.15,2.1,3.1,3.3,2.25,2.8,3.1,2.3,2.8,3.2,2.2,2.9,3.2,2.25,3.1,3.3,2.3,3.2,3.25,2.25,2.9,3.25,2.25,3.25,3.2,2.2,39.0,3.45,3.14,3.5,3.28,2.3,2.22,31.0,1.95,1.88,1.99,1.84,18.0,0.0,2.3,2.22,1.65,1.61,0.303030303,0.303030303,0.444444444,0.307692308,0.317460317,0.476190476,0.322580645,0.303030303,0.444444444,0.357142857,0.322580645,0.434782609,0.357142857,0.3125,0.454545455,0.344827586,0.3125,0.444444444,0.322580645,0.303030303,0.434782609,0.3125,0.307692308,0.444444444,0.344827586,0.307692308,0.444444444,0.307692308,0.3125,0.454545455,5,2,4,6,3,3
123,2008-11-15,2008-2009,Man United,Stoke,5,0,2,1,0,0,H,2,0,H,P Walton,21,3,15,1,5,15,3,0,1,2,0,0,2,1.14,7.5,23.0,1.12,6.75,16.0,1.15,7.5,16.0,1.17,5.7,12.0,1.14,6.0,13.0,1.12,6.5,17.0,1.14,7.5,19.0,1.14,7.5,19.0,1.14,6.5,13.0,1.14,6.5,17.0,39.0,1.17,1.14,9.8,7.23,25.3,17.69,30.0,1.5,1.46,2.75,2.56,19.0,-2.25,2.03,1.99,1.91,1.87,0.877192982,0.133333333,0.043478261,0.892857143,0.148148148,0.0625,0.869565217,0.133333333,0.0625,0.854700855,0.175438596,0.083333333,0.877192982,0.166666667,0.076923077,0.892857143,0.153846154,0.058823529,0.877192982,0.133333333,0.052631579,0.877192982,0.133333333,0.052631579,0.877192982,0.153846154,0.076923077,0.877192982,0.153846154,0.058823529,2,3,6,6,2,4
