home_team,away_team,home_goals,away_goals,result,result,h_win,h_tie,h_loss,season,home_wins,home_ties,home_loss,away_wins,away_ties,away_loss,h_total_games,a_total_games,h_w_pct,h_d_pct,h_l_pct,a_w_pct,a_d_pct,a_l_pct,home_l1_wins,home_l1_ties,home_l1_loss,away_l1_wins,away_l1_ties,away_l1_loss,home_l2_wins,home_l2_ties,home_l2_loss,away_l2_wins,away_l2_ties,away_l2_loss,home_l3_wins,home_l3_ties,home_l3_loss,away_l3_wins,away_l3_ties,away_l3_loss,home_l4_wins,home_l4_ties,home_l4_loss,away_l4_wins,away_l4_ties,away_l4_loss,home_l5_wins,home_l5_ties,home_l5_loss,away_l5_wins,away_l5_ties,away_l5_loss,home_l6_wins,home_l6_ties,home_l6_loss,away_l6_wins,away_l6_ties,away_l6_loss,home_l7_wins,home_l7_ties,home_l7_loss,away_l7_wins,away_l7_ties,away_l7_loss,home_l8_wins,home_l8_ties,home_l8_loss,away_l8_wins,away_l8_ties,away_l8_loss,home_l9_wins,home_l9_ties,home_l9_loss,away_l9_wins,away_l9_ties,away_l9_loss,home_l10_wins,home_l10_ties,home_l10_loss,away_l10_wins,away_l10_ties,away_l10_loss,home_l12_wins,home_l12_ties,home_l12_loss,away_l12_wins,away_l12_ties,away_l12_loss,home_l14_wins,home_l14_ties,home_l14_loss,away_l14_wins,away_l14_ties,away_l14_loss,home_l16_wins,home_l16_ties,home_l16_loss,away_l16_wins,away_l16_ties,away_l16_loss,home_l18_wins,home_l18_ties,home_l18_loss,away_l18_wins,away_l18_ties,away_l18_loss,home_l20_wins,home_l20_ties,home_l20_loss,away_l20_wins,away_l20_ties,away_l20_loss
Stoke City,West Ham United,0,0,D,1,0,1,0,2016-2017,10,9,15,10,8,16,34,34,0.294117647,0.264705882,0.441176471,0.294117647,0.235294118,0.470588235,0,0,1,0,1,0,0.5,0,0.5,0,1,0,0.333333333,0,0.666666667,0.333333333,0.666666667,0,0.25,0,0.75,0.25,0.5,0.25,0.2,0,0.8,0.2,0.4,0.4,0.166666667,0,0.833333333,0.166666667,0.333333333,0.5,0.142857143,0.142857143,0.714285714,0.142857143,0.285714286,0.571428571,0.25,0.125,0.625,0.125,0.25,0.625,0.222222222,0.111111111,0.666666667,0.111111111,0.333333333,0.555555556,0.3,0.1,0.6,0.1,0.4,0.5,0.25,0.166666667,0.583333333,0.166666667,0.333333333,0.5,0.285714286,0.214285714,0.5,0.285714286,0.285714286,0.428571429,0.3125,0.1875,0.5,0.25,0.25,0.5,0.277777778,0.222222222,0.5,0.333333333,0.222222222,0.444444444,0.25,0.25,0.5,0.35,0.25,0.4
Sunderland,AFC Bournemouth,0,1,A,0,0,0,1,2016-2017,5,6,22,10,8,16,33,34,0.151515152,0.181818182,0.666666667,0.294117647,0.235294118,0.470588235,0,0,1,1,0,0,0,0.5,0.5,0.5,0,0.5,0,0.333333333,0.666666667,0.333333333,0,0.666666667,0,0.25,0.75,0.25,0.25,0.5,0,0.2,0.8,0.2,0.4,0.4,0,0.333333333,0.666666667,0.333333333,0.333333333,0.333333333,0,0.285714286,0.714285714,0.428571429,0.285714286,0.285714286,0,0.25,0.75,0.375,0.375,0.25,0,0.222222222,0.777777778,0.333333333,0.333333333,0.333333333,0.1,0.2,0.7,0.3,0.3,0.4,0.083333333,0.25,0.666666667,0.25,0.25,0.5,0.071428571,0.285714286,0.642857143,0.214285714,0.285714286,0.5,0.0625,0.25,0.6875,0.25,0.3125,0.4375,0.111111111,0.222222222,0.666666667,0.222222222,0.277777778,0.5,0.15,0.2,0.65,0.25,0.25,0.5
West Bromwich Albion,Leicester City,0,1,A,0,0,0,1,2016-2017,12,8,13,10,7,16,33,33,0.363636364,0.242424242,0.393939394,0.303030303,0.212121212,0.484848485,0,0,1,0,0,1,0,0,1,0,0.5,0.5,0,0,1,0,0.333333333,0.666666667,0,0.25,0.75,0.25,0.25,0.5,0.2,0.2,0.6,0.4,0.2,0.4,0.166666667,0.166666667,0.666666667,0.5,0.166666667,0.333333333,0.142857143,0.142857143,0.714285714,0.571428571,0.142857143,0.285714286,0.25,0.125,0.625,0.625,0.125,0.25,0.222222222,0.222222222,0.555555556,0.555555556,0.111111111,0.333333333,0.3,0.2,0.5,0.5,0.1,0.4,0.333333333,0.25,0.416666667,0.416666667,0.083333333,0.5,0.357142857,0.214285714,0.428571429,0.357142857,0.142857143,0.5,0.375,0.1875,0.4375,0.375,0.125,0.5,0.388888889,0.166666667,0.444444444,0.333333333,0.166666667,0.5,0.4,0.15,0.45,0.35,0.15,0.5
Crystal Palace,Burnley,0,2,A,0,0,0,1,2016-2017,11,5,18,10,6,18,34,34,0.323529412,0.147058824,0.529411765,0.294117647,0.176470588,0.529411765,0,0,1,0,0,1,0.5,0,0.5,0,0,1,0.333333333,0.333333333,0.333333333,0,0.333333333,0.666666667,0.5,0.25,0.25,0.25,0.25,0.5,0.4,0.2,0.4,0.2,0.2,0.6,0.5,0.166666667,0.333333333,0.166666667,0.333333333,0.5,0.571428571,0.142857143,0.285714286,0.142857143,0.285714286,0.571428571,0.625,0.125,0.25,0.125,0.25,0.625,0.666666667,0.111111111,0.222222222,0.111111111,0.333333333,0.555555556,0.6,0.1,0.3,0.1,0.4,0.5,0.583333333,0.083333333,0.333333333,0.166666667,0.333333333,0.5,0.5,0.071428571,0.428571429,0.214285714,0.285714286,0.5,0.4375,0.0625,0.5,0.25,0.25,0.5,0.388888889,0.111111111,0.5,0.277777778,0.222222222,0.5,0.35,0.15,0.5,0.3,0.2,0.5
Manchester United,Swansea City,1,1,D,1,0,1,0,2016-2017,17,13,3,9,4,21,33,34,0.515151515,0.393939394,0.090909091,0.264705882,0.117647059,0.617647059,0,1,0,1,0,0,0.5,0.5,0,0.5,0,0.5,0.666666667,0.333333333,0,0.333333333,0,0.666666667,0.75,0.25,0,0.25,0,0.75,0.6,0.4,0,0.2,0.2,0.6,0.5,0.5,0,0.166666667,0.166666667,0.666666667,0.571428571,0.428571429,0,0.142857143,0.142857143,0.714285714,0.5,0.5,0,0.25,0.125,0.625,0.555555556,0.444444444,0,0.222222222,0.111111111,0.666666667,0.6,0.4,0,0.3,0.1,0.6,0.5,0.5,0,0.333333333,0.083333333,0.583333333,0.5,0.5,0,0.357142857,0.071428571,0.571428571,0.5625,0.4375,0,0.375,0.0625,0.5625,0.611111111,0.388888889,0,0.333333333,0.055555556,0.611111111,0.6,0.4,0,0.35,0.05,0.6
Everton,Chelsea,0,3,A,0,0,0,1,2016-2017,16,10,8,25,3,5,34,33,0.470588235,0.294117647,0.235294118,0.757575758,0.090909091,0.151515152,0,1,0,1,0,0,0.5,0.5,0,0.5,0,0.5,0.666666667,0.333333333,0,0.666666667,0,0.333333333,0.5,0.5,0,0.75,0,0.25,0.4,0.4,0.2,0.6,0,0.4,0.5,0.333333333,0.166666667,0.666666667,0,0.333333333,0.571428571,0.285714286,0.142857143,0.714285714,0,0.285714286,0.5,0.25,0.25,0.75,0,0.25,0.555555556,0.222222222,0.222222222,0.666666667,0.111111111,0.222222222,0.5,0.3,0.2,0.7,0.1,0.2,0.5,0.333333333,0.166666667,0.666666667,0.166666667,0.166666667,0.571428571,0.285714286,0.142857143,0.642857143,0.142857143,0.214285714,0.5625,0.3125,0.125,0.6875,0.125,0.1875,0.555555556,0.277777778,0.166666667,0.722222222,0.111111111,0.166666667,0.55,0.25,0.2,0.75,0.1,0.15
Middlesbrough,Manchester City,2,2,D,1,0,1,0,2016-2017,5,12,17,19,8,6,34,33,0.147058824,0.352941176,0.5,0.575757576,0.242424242,0.181818182,1,0,0,0,1,0,0.5,0,0.5,0.5,0.5,0,0.333333333,0,0.666666667,0.666666667,0.333333333,0,0.25,0.25,0.5,0.5,0.25,0.25,0.2,0.2,0.6,0.4,0.4,0.2,0.166666667,0.333333333,0.5,0.333333333,0.5,0.166666667,0.142857143,0.285714286,0.571428571,0.285714286,0.571428571,0.142857143,0.125,0.25,0.625,0.375,0.5,0.125,0.111111111,0.222222222,0.666666667,0.444444444,0.444444444,0.111111111,0.1,0.3,0.6,0.5,0.4,0.1,0.083333333,0.333333333,0.583333333,0.5,0.416666667,0.083333333,0.071428571,0.357142857,0.571428571,0.5,0.357142857,0.142857143,0.0625,0.375,0.5625,0.5,0.3125,0.1875,0.111111111,0.333333333,0.555555556,0.555555556,0.277777778,0.166666667,0.1,0.3,0.6,0.5,0.25,0.25
Tottenham Hotspur,Arsenal,2,0,H,2,1,0,0,2016-2017,22,8,3,18,6,8,33,32,0.666666667,0.242424242,0.090909091,0.5625,0.1875,0.25,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.666666667,0,0.333333333,1,0,0,0.75,0,0.25,1,0,0,0.6,0.2,0.2,1,0,0,0.5,0.166666667,0.333333333,1,0,0,0.428571429,0.142857143,0.428571429,1,0,0,0.5,0.125,0.375,0.888888889,0,0.111111111,0.444444444,0.111111111,0.444444444,0.9,0,0.1,0.4,0.1,0.5,0.75,0.166666667,0.083333333,0.5,0.083333333,0.416666667,0.785714286,0.142857143,0.071428571,0.5,0.142857143,0.357142857,0.8125,0.125,0.0625,0.5,0.125,0.375,0.833333333,0.111111111,0.055555556,0.5,0.111111111,0.388888889,0.8,0.1,0.1,0.55,0.1,0.35
Watford,Liverpool,0,1,A,0,0,0,1,2016-2017,11,7,15,19,9,6,33,34,0.333333333,0.212121212,0.454545455,0.558823529,0.264705882,0.176470588,0,0,1,0,0,1,0.5,0,0.5,0.5,0,0.5,0.333333333,0,0.666666667,0.666666667,0,0.333333333,0.5,0,0.5,0.5,0.25,0.25,0.6,0,0.4,0.6,0.2,0.2,0.5,0,0.5,0.5,0.333333333,0.166666667,0.428571429,0,0.571428571,0.571428571,0.285714286,0.142857143,0.375,0.125,0.5,0.625,0.25,0.125,0.333333333,0.111111111,0.555555556,0.555555556,0.222222222,0.222222222,0.4,0.1,0.5,0.6,0.2,0.2,0.416666667,0.166666667,0.416666667,0.5,0.25,0.25,0.357142857,0.214285714,0.428571429,0.428571429,0.285714286,0.285714286,0.3125,0.25,0.4375,0.4375,0.3125,0.25,0.277777778,0.222222222,0.5,0.5,0.277777778,0.222222222,0.3,0.2,0.5,0.5,0.3,0.2
West Ham United,Tottenham Hotspur,1,0,H,2,1,0,0,2016-2017,10,9,16,23,8,3,35,34,0.285714286,0.257142857,0.457142857,0.676470588,0.235294118,0.088235294,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0.25,0.75,0,1,0,0,0.2,0.6,0.2,1,0,0,0.166666667,0.5,0.333333333,1,0,0,0.142857143,0.428571429,0.428571429,1,0,0,0.125,0.375,0.5,1,0,0,0.111111111,0.333333333,0.555555556,1,0,0,0.1,0.4,0.5,0.9,0,0.1,0.166666667,0.416666667,0.416666667,0.833333333,0.083333333,0.083333333,0.214285714,0.357142857,0.428571429,0.785714286,0.142857143,0.071428571,0.25,0.3125,0.4375,0.8125,0.125,0.0625,0.277777778,0.277777778,0.444444444,0.833333333,0.111111111,0.055555556,0.35,0.25,0.4,0.8,0.1,0.1
Manchester City,Crystal Palace,5,0,H,2,1,0,0,2016-2017,19,9,6,11,5,19,34,35,0.558823529,0.264705882,0.176470588,0.314285714,0.142857143,0.542857143,0,1,0,0,0,1,0,1,0,0,0,1,0.333333333,0.666666667,0,0.333333333,0,0.666666667,0.5,0.5,0,0.25,0.25,0.5,0.4,0.4,0.2,0.4,0.2,0.4,0.333333333,0.5,0.166666667,0.333333333,0.166666667,0.5,0.285714286,0.571428571,0.142857143,0.428571429,0.142857143,0.428571429,0.25,0.625,0.125,0.5,0.125,0.375,0.333333333,0.555555556,0.111111111,0.555555556,0.111111111,0.333333333,0.4,0.5,0.1,0.6,0.1,0.3,0.5,0.416666667,0.083333333,0.5,0.083333333,0.416666667,0.428571429,0.428571429,0.142857143,0.5,0.071428571,0.428571429,0.4375,0.375,0.1875,0.4375,0.0625,0.5,0.5,0.333333333,0.166666667,0.388888889,0.111111111,0.5,0.5,0.3,0.2,0.35,0.1,0.55
AFC Bournemouth,Stoke City,2,2,D,1,0,1,0,2016-2017,11,8,16,10,10,15,35,35,0.314285714,0.228571429,0.457142857,0.285714286,0.285714286,0.428571429,1,0,0,0,1,0,1,0,0,0,0.5,0.5,0.666666667,0,0.333333333,0.333333333,0.333333333,0.333333333,0.5,0,0.5,0.25,0.25,0.5,0.4,0.2,0.4,0.2,0.2,0.6,0.333333333,0.333333333,0.333333333,0.166666667,0.166666667,0.666666667,0.428571429,0.285714286,0.285714286,0.142857143,0.142857143,0.714285714,0.5,0.25,0.25,0.125,0.25,0.625,0.444444444,0.333333333,0.222222222,0.222222222,0.222222222,0.555555556,0.4,0.3,0.3,0.2,0.2,0.6,0.333333333,0.25,0.416666667,0.25,0.166666667,0.583333333,0.285714286,0.285714286,0.428571429,0.214285714,0.285714286,0.5,0.25,0.3125,0.4375,0.3125,0.25,0.4375,0.277777778,0.277777778,0.444444444,0.277777778,0.222222222,0.5,0.3,0.25,0.45,0.25,0.3,0.45
Burnley,West Bromwich Albion,2,2,D,1,0,1,0,2016-2017,11,6,18,12,8,14,35,34,0.314285714,0.171428571,0.514285714,0.352941176,0.235294118,0.411764706,1,0,0,0,0,1,0.5,0,0.5,0,0,1,0.333333333,0,0.666666667,0,0,1,0.25,0.25,0.5,0,0,1,0.4,0.2,0.4,0,0.2,0.8,0.333333333,0.166666667,0.5,0.166666667,0.166666667,0.666666667,0.285714286,0.285714286,0.428571429,0.142857143,0.142857143,0.714285714,0.25,0.25,0.5,0.125,0.125,0.75,0.222222222,0.222222222,0.555555556,0.222222222,0.111111111,0.666666667,0.2,0.3,0.5,0.2,0.2,0.6,0.166666667,0.333333333,0.5,0.25,0.25,0.5,0.214285714,0.285714286,0.5,0.285714286,0.214285714,0.5,0.25,0.25,0.5,0.375,0.1875,0.4375,0.333333333,0.222222222,0.444444444,0.333333333,0.166666667,0.5,0.3,0.2,0.5,0.35,0.15,0.5
Hull City,Sunderland,0,2,A,0,0,0,1,2016-2017,9,7,19,5,6,23,35,34,0.257142857,0.2,0.542857143,0.147058824,0.176470588,0.676470588,0,1,0,0,0,1,0.5,0.5,0,0,0,1,0.333333333,0.333333333,0.333333333,0,0.333333333,0.666666667,0.25,0.25,0.5,0,0.25,0.75,0.4,0.2,0.4,0,0.2,0.8,0.5,0.166666667,0.333333333,0,0.166666667,0.833333333,0.428571429,0.142857143,0.428571429,0,0.285714286,0.714285714,0.5,0.125,0.375,0,0.25,0.75,0.444444444,0.111111111,0.444444444,0,0.222222222,0.777777778,0.4,0.2,0.4,0,0.2,0.8,0.416666667,0.166666667,0.416666667,0.083333333,0.25,0.666666667,0.357142857,0.214285714,0.428571429,0.071428571,0.214285714,0.714285714,0.375,0.1875,0.4375,0.0625,0.25,0.6875,0.333333333,0.222222222,0.444444444,0.111111111,0.222222222,0.666666667,0.3,0.2,0.5,0.1,0.2,0.7
Leicester City,Watford,3,0,H,2,1,0,0,2016-2017,11,7,16,11,7,16,34,34,0.323529412,0.205882353,0.470588235,0.323529412,0.205882353,0.470588235,1,0,0,0,0,1,0.5,0,0.5,0,0,1,0.333333333,0.333333333,0.333333333,0.333333333,0,0.666666667,0.25,0.25,0.5,0.25,0,0.75,0.4,0.2,0.4,0.4,0,0.6,0.5,0.166666667,0.333333333,0.5,0,0.5,0.571428571,0.142857143,0.285714286,0.428571429,0,0.571428571,0.625,0.125,0.25,0.375,0,0.625,0.666666667,0.111111111,0.222222222,0.333333333,0.111111111,0.555555556,0.6,0.1,0.3,0.3,0.1,0.6,0.5,0.083333333,0.416666667,0.416666667,0.083333333,0.5,0.428571429,0.071428571,0.5,0.357142857,0.214285714,0.428571429,0.4375,0.125,0.4375,0.3125,0.1875,0.5,0.388888889,0.166666667,0.444444444,0.277777778,0.222222222,0.5,0.4,0.15,0.45,0.3,0.2,0.5
Swansea City,Everton,1,0,H,2,1,0,0,2016-2017,9,5,21,16,10,9,35,35,0.257142857,0.142857143,0.6,0.457142857,0.285714286,0.257142857,0,1,0,0,0,1,0.5,0.5,0,0,0.5,0.5,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.25,0.25,0.5,0.5,0.25,0.25,0.2,0.2,0.6,0.4,0.4,0.2,0.166666667,0.333333333,0.5,0.333333333,0.333333333,0.333333333,0.142857143,0.285714286,0.571428571,0.428571429,0.285714286,0.285714286,0.125,0.25,0.625,0.5,0.25,0.25,0.222222222,0.222222222,0.555555556,0.444444444,0.222222222,0.333333333,0.2,0.2,0.6,0.5,0.2,0.3,0.25,0.166666667,0.583333333,0.5,0.25,0.25,0.357142857,0.142857143,0.5,0.5,0.285714286,0.214285714,0.375,0.125,0.5,0.5625,0.25,0.1875,0.333333333,0.111111111,0.555555556,0.555555556,0.277777778,0.166666667,0.3,0.1,0.6,0.55,0.25,0.2
Liverpool,Southampton,0,0,D,1,0,1,0,2016-2017,20,9,6,11,8,14,35,33,0.571428571,0.257142857,0.171428571,0.333333333,0.242424242,0.424242424,1,0,0,0,1,0,0.5,0,0.5,0,0.5,0.5,0.666666667,0,0.333333333,0,0.333333333,0.666666667,0.75,0,0.25,0.25,0.25,0.5,0.6,0.2,0.2,0.4,0.2,0.4,0.666666667,0.166666667,0.166666667,0.333333333,0.333333333,0.333333333,0.571428571,0.285714286,0.142857143,0.285714286,0.285714286,0.428571429,0.625,0.25,0.125,0.375,0.25,0.375,0.666666667,0.222222222,0.111111111,0.444444444,0.222222222,0.333333333,0.6,0.2,0.2,0.4,0.2,0.4,0.583333333,0.166666667,0.25,0.416666667,0.166666667,0.416666667,0.5,0.214285714,0.285714286,0.357142857,0.142857143,0.5,0.4375,0.3125,0.25,0.3125,0.125,0.5625,0.5,0.277777778,0.222222222,0.333333333,0.166666667,0.5,0.55,0.25,0.2,0.35,0.15,0.5
Arsenal,Manchester United,2,0,H,2,1,0,0,2016-2017,18,6,9,17,14,3,33,34,0.545454545,0.181818182,0.272727273,0.5,0.411764706,0.088235294,0,0,1,0,1,0,0.5,0,0.5,0,1,0,0.666666667,0,0.333333333,0.333333333,0.666666667,0,0.5,0,0.5,0.5,0.5,0,0.6,0,0.4,0.6,0.4,0,0.5,0.166666667,0.333333333,0.5,0.5,0,0.428571429,0.142857143,0.428571429,0.428571429,0.571428571,0,0.375,0.125,0.5,0.5,0.5,0,0.444444444,0.111111111,0.444444444,0.444444444,0.555555556,0,0.4,0.1,0.5,0.5,0.5,0,0.416666667,0.083333333,0.5,0.5,0.5,0,0.428571429,0.142857143,0.428571429,0.428571429,0.571428571,0,0.5,0.125,0.375,0.5,0.5,0,0.444444444,0.111111111,0.444444444,0.555555556,0.444444444,0,0.5,0.1,0.4,0.6,0.4,0
Chelsea,Middlesbrough,3,0,H,2,1,0,0,2016-2017,26,3,5,5,13,17,34,35,0.764705882,0.088235294,0.147058824,0.142857143,0.371428571,0.485714286,1,0,0,0,1,0,1,0,0,0.5,0.5,0,0.666666667,0,0.333333333,0.333333333,0.333333333,0.333333333,0.75,0,0.25,0.25,0.25,0.5,0.8,0,0.2,0.2,0.4,0.4,0.666666667,0,0.333333333,0.166666667,0.333333333,0.5,0.714285714,0,0.285714286,0.142857143,0.428571429,0.428571429,0.75,0,0.25,0.125,0.375,0.5,0.777777778,0,0.222222222,0.111111111,0.333333333,0.555555556,0.7,0.1,0.2,0.1,0.3,0.6,0.666666667,0.166666667,0.166666667,0.083333333,0.333333333,0.583333333,0.714285714,0.142857143,0.142857143,0.071428571,0.357142857,0.571428571,0.6875,0.125,0.1875,0.0625,0.4375,0.5,0.722222222,0.111111111,0.166666667,0.055555556,0.388888889,0.555555556,0.75,0.1,0.15,0.1,0.35,0.55
Southampton,Arsenal,0,2,A,0,0,0,1,2016-2017,11,9,14,19,6,9,34,34,0.323529412,0.264705882,0.411764706,0.558823529,0.176470588,0.264705882,0,1,0,1,0,0,0,1,0,0.5,0,0.5,0,0.666666667,0.333333333,0.666666667,0,0.333333333,0,0.5,0.5,0.75,0,0.25,0.2,0.4,0.4,0.6,0,0.4,0.333333333,0.333333333,0.333333333,0.666666667,0,0.333333333,0.285714286,0.428571429,0.285714286,0.571428571,0.142857143,0.285714286,0.25,0.375,0.375,0.5,0.125,0.375,0.333333333,0.333333333,0.333333333,0.444444444,0.111111111,0.444444444,0.4,0.3,0.3,0.5,0.1,0.4,0.333333333,0.25,0.416666667,0.416666667,0.083333333,0.5,0.357142857,0.214285714,0.428571429,0.5,0.071428571,0.428571429,0.3125,0.1875,0.5,0.5,0.125,0.375,0.333333333,0.166666667,0.5,0.5,0.111111111,0.388888889,0.35,0.2,0.45,0.5,0.1,0.4
Everton,Watford,1,0,H,2,1,0,0,2016-2017,16,10,10,11,7,17,36,35,0.444444444,0.277777778,0.277777778,0.314285714,0.2,0.485714286,0,0,1,0,0,1,0,0,1,0,0,1,0,0.333333333,0.666666667,0,0,1,0.25,0.25,0.5,0.25,0,0.75,0.4,0.2,0.4,0.2,0,0.8,0.333333333,0.333333333,0.333333333,0.333333333,0,0.666666667,0.285714286,0.285714286,0.428571429,0.428571429,0,0.571428571,0.375,0.25,0.375,0.375,0,0.625,0.444444444,0.222222222,0.333333333,0.333333333,0,0.666666667,0.4,0.2,0.4,0.3,0.1,0.6,0.416666667,0.25,0.333333333,0.333333333,0.083333333,0.583333333,0.428571429,0.285714286,0.285714286,0.357142857,0.142857143,0.5,0.5,0.25,0.25,0.3125,0.1875,0.5,0.5,0.277777778,0.222222222,0.277777778,0.222222222,0.5,0.5,0.25,0.25,0.25,0.2,0.55
West Bromwich Albion,Chelsea,0,1,A,0,0,0,1,2016-2017,12,9,14,27,3,5,35,35,0.342857143,0.257142857,0.4,0.771428571,0.085714286,0.142857143,0,1,0,1,0,0,0,0.5,0.5,1,0,0,0,0.333333333,0.666666667,1,0,0,0,0.25,0.75,0.75,0,0.25,0,0.2,0.8,0.8,0,0.2,0,0.333333333,0.666666667,0.833333333,0,0.166666667,0.142857143,0.285714286,0.571428571,0.714285714,0,0.285714286,0.125,0.25,0.625,0.75,0,0.25,0.111111111,0.222222222,0.666666667,0.777777778,0,0.222222222,0.2,0.2,0.6,0.8,0,0.2,0.25,0.25,0.5,0.75,0.083333333,0.166666667,0.285714286,0.285714286,0.428571429,0.714285714,0.142857143,0.142857143,0.3125,0.25,0.4375,0.6875,0.125,0.1875,0.333333333,0.222222222,0.444444444,0.722222222,0.111111111,0.166666667,0.35,0.2,0.45,0.75,0.1,0.15
Manchester City,Leicester City,2,1,H,2,1,0,0,2016-2017,20,9,6,12,7,16,35,35,0.571428571,0.257142857,0.171428571,0.342857143,0.2,0.457142857,1,0,0,1,0,0,0.5,0.5,0,1,0,0,0.333333333,0.666666667,0,0.666666667,0,0.333333333,0.5,0.5,0,0.5,0.25,0.25,0.6,0.4,0,0.4,0.2,0.4,0.5,0.333333333,0.166666667,0.5,0.166666667,0.333333333,0.428571429,0.428571429,0.142857143,0.571428571,0.142857143,0.285714286,0.375,0.5,0.125,0.625,0.125,0.25,0.333333333,0.555555556,0.111111111,0.666666667,0.111111111,0.222222222,0.4,0.5,0.1,0.7,0.1,0.2,0.5,0.416666667,0.083333333,0.583333333,0.083333333,0.333333333,0.5,0.428571429,0.071428571,0.5,0.071428571,0.428571429,0.5,0.375,0.125,0.4375,0.125,0.4375,0.5,0.333333333,0.166666667,0.444444444,0.111111111,0.444444444,0.55,0.3,0.15,0.4,0.15,0.45
AFC Bournemouth,Burnley,2,1,H,2,1,0,0,2016-2017,11,9,16,11,7,18,36,36,0.305555556,0.25,0.444444444,0.305555556,0.194444444,0.5,0,1,0,0,1,0,0.5,0.5,0,0.5,0.5,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0.5,0.25,0.25,0.25,0.25,0.5,0.4,0.2,0.4,0.2,0.4,0.4,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.285714286,0.428571429,0.285714286,0.285714286,0.285714286,0.428571429,0.375,0.375,0.25,0.25,0.375,0.375,0.444444444,0.333333333,0.222222222,0.222222222,0.333333333,0.444444444,0.4,0.4,0.2,0.2,0.3,0.5,0.333333333,0.333333333,0.333333333,0.166666667,0.416666667,0.416666667,0.285714286,0.285714286,0.428571429,0.214285714,0.357142857,0.428571429,0.25,0.3125,0.4375,0.25,0.3125,0.4375,0.277777778,0.333333333,0.388888889,0.277777778,0.277777778,0.444444444,0.25,0.3,0.45,0.3,0.25,0.45
Middlesbrough,Southampton,1,2,A,0,0,0,1,2016-2017,5,13,18,11,9,15,36,35,0.138888889,0.361111111,0.5,0.314285714,0.257142857,0.428571429,0,0,1,0,0,1,0,0.5,0.5,0,0.5,0.5,0.333333333,0.333333333,0.333333333,0,0.666666667,0.333333333,0.25,0.25,0.5,0,0.5,0.5,0.2,0.2,0.6,0,0.4,0.6,0.166666667,0.333333333,0.5,0.166666667,0.333333333,0.5,0.142857143,0.285714286,0.571428571,0.285714286,0.285714286,0.428571429,0.125,0.375,0.5,0.25,0.375,0.375,0.111111111,0.333333333,0.555555556,0.222222222,0.333333333,0.444444444,0.1,0.3,0.6,0.3,0.3,0.4,0.083333333,0.333333333,0.583333333,0.333333333,0.25,0.416666667,0.071428571,0.357142857,0.571428571,0.357142857,0.214285714,0.428571429,0.0625,0.375,0.5625,0.3125,0.1875,0.5,0.055555556,0.388888889,0.555555556,0.277777778,0.166666667,0.555555556,0.1,0.35,0.55,0.3,0.2,0.5
Sunderland,Swansea City,0,2,A,0,0,0,1,2016-2017,6,6,23,10,5,21,35,36,0.171428571,0.171428571,0.657142857,0.277777778,0.138888889,0.583333333,1,0,0,1,0,0,0.5,0,0.5,0.5,0.5,0,0.333333333,0,0.666666667,0.666666667,0.333333333,0,0.25,0.25,0.5,0.5,0.25,0.25,0.2,0.2,0.6,0.4,0.2,0.4,0.166666667,0.166666667,0.666666667,0.333333333,0.166666667,0.5,0.142857143,0.142857143,0.714285714,0.285714286,0.285714286,0.428571429,0.125,0.25,0.625,0.25,0.25,0.5,0.111111111,0.222222222,0.666666667,0.222222222,0.222222222,0.555555556,0.1,0.2,0.7,0.3,0.2,0.5,0.166666667,0.166666667,0.666666667,0.333333333,0.166666667,0.5,0.142857143,0.214285714,0.642857143,0.357142857,0.142857143,0.5,0.125,0.25,0.625,0.375,0.125,0.5,0.111111111,0.222222222,0.666666667,0.388888889,0.111111111,0.5,0.15,0.2,0.65,0.35,0.1,0.55
Stoke City,Arsenal,1,4,A,0,0,0,1,2016-2017,10,11,15,20,6,9,36,35,0.277777778,0.305555556,0.416666667,0.571428571,0.171428571,0.257142857,0,1,0,1,0,0,0,1,0,1,0,0,0,0.666666667,0.333333333,0.666666667,0,0.333333333,0.25,0.5,0.25,0.75,0,0.25,0.2,0.4,0.4,0.8,0,0.2,0.166666667,0.333333333,0.5,0.666666667,0,0.333333333,0.142857143,0.285714286,0.571428571,0.714285714,0,0.285714286,0.125,0.25,0.625,0.625,0.125,0.25,0.111111111,0.333333333,0.555555556,0.555555556,0.111111111,0.333333333,0.2,0.3,0.5,0.5,0.1,0.4,0.25,0.25,0.5,0.5,0.083333333,0.416666667,0.214285714,0.285714286,0.5,0.5,0.071428571,0.428571429,0.25,0.3125,0.4375,0.5,0.125,0.375,0.277777778,0.277777778,0.444444444,0.555555556,0.111111111,0.333333333,0.25,0.3,0.45,0.5,0.1,0.4
