,Unnamed: 0,home_team,away_team,home_goals,away_goals,result,result.1,season,home_wins,home_ties,home_loss,away_wins,away_ties,away_loss,h_total_games,a_total_games,h_w_pct,h_d_pct,h_l_pct,a_w_pct,a_d_pct,a_l_pct,home_l1_wins,home_l1_ties,home_l1_loss,away_l1_wins,away_l1_ties,away_l1_loss,home_l2_wins,home_l2_ties,home_l2_loss,away_l2_wins,away_l2_ties,away_l2_loss,home_l3_wins,home_l3_ties,home_l3_loss,away_l3_wins,away_l3_ties,away_l3_loss,home_l4_wins,home_l4_ties,home_l4_loss,away_l4_wins,away_l4_ties,away_l4_loss,home_l5_wins,home_l5_ties,home_l5_loss,away_l5_wins,away_l5_ties,away_l5_loss,home_l6_wins,home_l6_ties,home_l6_loss,away_l6_wins,away_l6_ties,away_l6_loss,home_l7_wins,home_l7_ties,home_l7_loss,away_l7_wins,away_l7_ties,away_l7_loss,home_l8_wins,home_l8_ties,home_l8_loss,away_l8_wins,away_l8_ties,away_l8_loss,home_l9_wins,home_l9_ties,home_l9_loss,away_l9_wins,away_l9_ties,away_l9_loss,home_l10_wins,home_l10_ties,home_l10_loss,away_l10_wins,away_l10_ties,away_l10_loss,home_l12_wins,home_l12_ties,home_l12_loss,away_l12_wins,away_l12_ties,away_l12_loss,home_l14_wins,home_l14_ties,home_l14_loss,away_l14_wins,away_l14_ties,away_l14_loss,home_l16_wins,home_l16_ties,home_l16_loss,away_l16_wins,away_l16_ties,away_l16_loss,home_l18_wins,home_l18_ties,home_l18_loss,away_l18_wins,away_l18_ties,away_l18_loss,home_l20_wins,home_l20_ties,home_l20_loss,away_l20_wins,away_l20_ties,away_l20_loss
90,90,Arsenal,Everton,1,1,D,1,2006-2007,5,2,1,4,4,1,8,9,0.625,0.25,0.125,0.444444444,0.444444444,0.111111111,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.25,0.5,0.25,1.0,0.0,0.0,0.2,0.6,0.2,0.8333333333333334,0.16666666666666666,0.0,0.3333333333333333,0.5,0.16666666666666666,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.625,0.25,0.125,0.375,0.5,0.125,0.625,0.25,0.125,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.625,0.25,0.125,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.625,0.25,0.125,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.625,0.25,0.125,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.625,0.25,0.125,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.625,0.25,0.125,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.625,0.25,0.125,0.4444444444444444,0.4444444444444444,0.1111111111111111
91,91,Bolton Wanderers,Manchester United,0,4,A,0,2006-2007,6,2,1,7,1,1,9,9,0.666666667,0.222222222,0.111111111,0.7777777779999999,0.111111111,0.111111111,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.75,0.25,0.0,0.8,0.2,0.0,0.6,0.2,0.2,0.8333333333333334,0.16666666666666666,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.625,0.25,0.125,0.75,0.125,0.125,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.7777777777777778,0.1111111111111111,0.1111111111111111
92,92,Fulham,Wigan Athletic,0,1,A,0,2006-2007,3,4,2,2,2,4,9,8,0.333333333,0.444444444,0.222222222,0.25,0.25,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,0.25,0.5,0.25,0.25,0.25,0.5,0.2,0.6,0.2,0.2,0.4,0.4,0.3333333333333333,0.5,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.375,0.5,0.125,0.25,0.25,0.5,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.25,0.25,0.5,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.25,0.25,0.5,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.25,0.25,0.5,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.25,0.25,0.5,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.25,0.25,0.5,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.25,0.25,0.5,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.25,0.25,0.5
93,93,Liverpool,Aston Villa,3,1,H,2,2006-2007,3,2,4,3,6,0,9,9,0.333333333,0.222222222,0.444444444,0.333333333,0.666666667,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.25,0.25,0.5,0.25,0.75,0.0,0.4,0.2,0.4,0.2,0.8,0.0,0.3333333333333333,0.16666666666666666,0.5,0.16666666666666666,0.8333333333333334,0.0,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.7142857142857143,0.0,0.375,0.125,0.5,0.375,0.625,0.0,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.6666666666666666,0.0
94,94,Portsmouth,Reading,3,1,H,2,2006-2007,5,1,3,4,1,4,9,9,0.5555555560000001,0.111111111,0.333333333,0.444444444,0.111111111,0.444444444,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,1.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.25,0.0,0.75,0.25,0.25,0.5,0.4,0.0,0.6,0.4,0.2,0.4,0.5,0.0,0.5,0.5,0.16666666666666666,0.3333333333333333,0.5714285714285714,0.0,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.5,0.125,0.375,0.375,0.125,0.5,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.4444444444444444
95,95,Watford,Tottenham Hotspur,0,0,D,1,2006-2007,0,5,4,3,2,4,9,9,0.0,0.5555555560000001,0.444444444,0.333333333,0.222222222,0.444444444,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.75,0.25,0.5,0.25,0.25,0.0,0.8,0.2,0.4,0.4,0.2,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.0,0.625,0.375,0.375,0.25,0.375,0.0,0.5555555555555556,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.0,0.5555555555555556,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.0,0.5555555555555556,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.0,0.5555555555555556,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.0,0.5555555555555556,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.0,0.5555555555555556,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.0,0.5555555555555556,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.4444444444444444
96,96,Newcastle United,Charlton Athletic,0,0,D,1,2006-2007,2,1,6,1,1,7,9,9,0.222222222,0.111111111,0.666666667,0.111111111,0.111111111,0.7777777779999999,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.25,0.75,0.0,0.25,0.75,0.0,0.2,0.8,0.0,0.2,0.8,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.16666666666666666,0.8333333333333334,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.125,0.125,0.75,0.125,0.125,0.75,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.7777777777777778
97,97,West Ham United,Blackburn Rovers,2,1,H,2,2006-2007,1,2,6,3,3,3,9,9,0.111111111,0.222222222,0.666666667,0.333333333,0.333333333,0.333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.5,0.25,0.25,0.0,0.0,1.0,0.6,0.2,0.2,0.0,0.16666666666666666,0.8333333333333334,0.5,0.3333333333333333,0.16666666666666666,0.0,0.14285714285714285,0.8571428571428571,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.0,0.25,0.75,0.375,0.375,0.25,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333
98,98,Manchester City,Middlesbrough,1,0,H,2,2006-2007,2,3,4,3,2,4,9,9,0.222222222,0.333333333,0.444444444,0.333333333,0.222222222,0.444444444,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.25,0.5,0.25,0.5,0.0,0.5,0.2,0.4,0.4,0.4,0.2,0.4,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.25,0.375,0.375,0.375,0.25,0.375,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.4444444444444444
99,99,Fulham,Everton,1,0,H,2,2006-2007,3,4,3,4,5,1,10,10,0.3,0.4,0.3,0.4,0.5,0.1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.5,0.25,0.25,0.5,0.25,0.2,0.4,0.4,0.2,0.6,0.2,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.375,0.375,0.25,0.375,0.5,0.125,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.5555555555555556,0.1111111111111111,0.3,0.4,0.3,0.4,0.5,0.1,0.3,0.4,0.3,0.4,0.5,0.1,0.3,0.4,0.3,0.4,0.5,0.1,0.3,0.4,0.3,0.4,0.5,0.1,0.3,0.4,0.3,0.4,0.5,0.1,0.3,0.4,0.3,0.4,0.5,0.1
100,100,Bolton Wanderers,Wigan Athletic,0,1,A,0,2006-2007,6,2,2,3,2,4,10,9,0.6,0.2,0.2,0.333333333,0.222222222,0.444444444,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.75,0.0,0.25,0.5,0.0,0.5,0.8,0.0,0.2,0.4,0.2,0.4,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.625,0.125,0.25,0.375,0.25,0.375,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.6,0.2,0.2,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.6,0.2,0.2,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.6,0.2,0.2,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.6,0.2,0.2,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.6,0.2,0.2,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.6,0.2,0.2,0.3333333333333333,0.2222222222222222,0.4444444444444444
101,101,Charlton Athletic,Manchester City,1,0,H,2,2006-2007,1,2,7,3,3,4,10,10,0.1,0.2,0.7,0.3,0.3,0.4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.5,0.5,0.25,0.5,0.25,0.0,0.4,0.6,0.4,0.4,0.2,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.125,0.25,0.625,0.375,0.25,0.375,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1,0.2,0.7,0.3,0.3,0.4,0.1,0.2,0.7,0.3,0.3,0.4,0.1,0.2,0.7,0.3,0.3,0.4,0.1,0.2,0.7,0.3,0.3,0.4,0.1,0.2,0.7,0.3,0.3,0.4,0.1,0.2,0.7,0.3,0.3,0.4
102,102,Liverpool,Reading,2,0,H,2,2006-2007,4,2,4,4,1,5,10,10,0.4,0.2,0.4,0.4,0.1,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.25,0.25,0.5,0.25,0.0,0.75,0.4,0.2,0.4,0.2,0.2,0.6,0.5,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.375,0.125,0.5,0.375,0.125,0.5,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.4,0.2,0.4,0.4,0.1,0.5,0.4,0.2,0.4,0.4,0.1,0.5,0.4,0.2,0.4,0.4,0.1,0.5,0.4,0.2,0.4,0.4,0.1,0.5,0.4,0.2,0.4,0.4,0.1,0.5,0.4,0.2,0.4,0.4,0.1,0.5
103,103,Manchester United,Portsmouth,3,0,H,2,2006-2007,8,1,1,6,1,3,10,10,0.8,0.1,0.1,0.6,0.1,0.3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0,0.0,0.5,0.0,0.5,0.8,0.2,0.0,0.4,0.0,0.6,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.0,0.5,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.0,0.42857142857142855,0.75,0.125,0.125,0.625,0.0,0.375,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.8,0.1,0.1,0.6,0.1,0.3,0.8,0.1,0.1,0.6,0.1,0.3,0.8,0.1,0.1,0.6,0.1,0.3,0.8,0.1,0.1,0.6,0.1,0.3,0.8,0.1,0.1,0.6,0.1,0.3,0.8,0.1,0.1,0.6,0.1,0.3
104,104,Watford,Middlesbrough,2,0,H,2,2006-2007,0,6,4,3,2,5,10,10,0.0,0.6,0.4,0.3,0.2,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.75,0.25,0.5,0.0,0.5,0.0,0.8,0.2,0.4,0.0,0.6,0.0,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.5,0.0,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.0,0.625,0.375,0.25,0.25,0.5,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.0,0.6,0.4,0.3,0.2,0.5,0.0,0.6,0.4,0.3,0.2,0.5,0.0,0.6,0.4,0.3,0.2,0.5,0.0,0.6,0.4,0.3,0.2,0.5,0.0,0.6,0.4,0.3,0.2,0.5,0.0,0.6,0.4,0.3,0.2,0.5
105,105,Newcastle United,Sheffield United,0,1,A,0,2006-2007,2,2,6,1,3,6,10,10,0.2,0.2,0.6,0.1,0.3,0.6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.25,0.75,0.25,0.25,0.5,0.0,0.4,0.6,0.2,0.2,0.6,0.0,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.125,0.25,0.625,0.125,0.25,0.625,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.2,0.2,0.6,0.1,0.3,0.6,0.2,0.2,0.6,0.1,0.3,0.6,0.2,0.2,0.6,0.1,0.3,0.6,0.2,0.2,0.6,0.1,0.3,0.6,0.2,0.2,0.6,0.1,0.3,0.6,0.2,0.2,0.6,0.1,0.3,0.6
106,106,West Ham United,Arsenal,1,0,H,2,2006-2007,2,2,6,5,3,1,10,9,0.2,0.2,0.6,0.5555555560000001,0.333333333,0.111111111,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.25,0.0,0.75,0.75,0.25,0.0,0.2,0.0,0.8,0.8,0.2,0.0,0.16666666666666666,0.0,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.0,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.7142857142857143,0.2857142857142857,0.0,0.125,0.125,0.75,0.625,0.25,0.125,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.2,0.2,0.6,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.2,0.2,0.6,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.2,0.2,0.6,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.2,0.2,0.6,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.2,0.2,0.6,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.2,0.2,0.6,0.5555555555555556,0.3333333333333333,0.1111111111111111
107,107,Aston Villa,Blackburn Rovers,2,0,H,2,2006-2007,3,6,1,3,3,4,10,10,0.3,0.6,0.1,0.3,0.3,0.4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,0.75,0.25,0.25,0.25,0.5,0.2,0.6,0.2,0.4,0.2,0.4,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.3333333333333333,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.25,0.625,0.125,0.375,0.25,0.375,0.3333333333333333,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3,0.6,0.1,0.3,0.3,0.4,0.3,0.6,0.1,0.3,0.3,0.4,0.3,0.6,0.1,0.3,0.3,0.4,0.3,0.6,0.1,0.3,0.3,0.4,0.3,0.6,0.1,0.3,0.3,0.4,0.3,0.6,0.1,0.3,0.3,0.4
108,108,Tottenham Hotspur,Chelsea,2,1,H,2,2006-2007,3,3,4,8,1,1,10,10,0.3,0.3,0.4,0.8,0.1,0.1,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.75,0.25,0.0,0.4,0.4,0.2,0.8,0.2,0.0,0.3333333333333333,0.5,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.0,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.8571428571428571,0.14285714285714285,0.0,0.25,0.375,0.375,0.875,0.125,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.3,0.3,0.4,0.8,0.1,0.1,0.3,0.3,0.4,0.8,0.1,0.1,0.3,0.3,0.4,0.8,0.1,0.1,0.3,0.3,0.4,0.8,0.1,0.1,0.3,0.3,0.4,0.8,0.1,0.1,0.3,0.3,0.4,0.8,0.1,0.1
109,109,Manchester City,Newcastle United,0,0,D,1,2006-2007,3,3,5,2,2,7,11,11,0.272727273,0.272727273,0.454545455,0.181818182,0.181818182,0.636363636,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.5,0.5,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.25,0.25,0.5,0.0,0.25,0.75,0.2,0.4,0.4,0.0,0.2,0.8,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.0,0.2857142857142857,0.7142857142857143,0.25,0.25,0.5,0.125,0.25,0.625,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.3,0.3,0.4,0.1,0.2,0.7,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.18181818181818182,0.18181818181818182,0.6363636363636364,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.18181818181818182,0.18181818181818182,0.6363636363636364,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.18181818181818182,0.18181818181818182,0.6363636363636364,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.18181818181818182,0.18181818181818182,0.6363636363636364,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.18181818181818182,0.18181818181818182,0.6363636363636364
110,110,Chelsea,Watford,4,0,H,2,2006-2007,8,1,2,1,6,4,11,11,0.727272727,0.090909091,0.181818182,0.090909091,0.545454545,0.363636364,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.75,0.0,0.25,0.25,0.5,0.25,0.6,0.2,0.2,0.2,0.6,0.2,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.75,0.125,0.125,0.125,0.625,0.25,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.3333333333333333,0.7,0.1,0.2,0.1,0.6,0.3,0.7272727272727273,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.5454545454545454,0.36363636363636365,0.7272727272727273,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.5454545454545454,0.36363636363636365,0.7272727272727273,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.5454545454545454,0.36363636363636365,0.7272727272727273,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.5454545454545454,0.36363636363636365,0.7272727272727273,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.5454545454545454,0.36363636363636365
